oneid,choice,ave_other,profit,size,whichgroup,round,rematching,time,actual_size
47275,8,5.5,11.5,3,2,6,not,2021-03-05T11:43:45Z,3
47275,5,5,12.5,3,2,7,not,2021-03-05T11:45:25Z,3
47275,7,5,11.5,3,2,8,not,2021-03-05T11:47:41Z,3
47275,7,4.5,11,3,2,9,not,2021-03-05T11:49:55Z,3
47275,8,4,10,3,2,10,not,2021-03-05T11:51:26Z,3
47275,9,3.5,9,3,2,11,not,2021-03-05T11:53:43Z,3
47275,5,0.5,8,3,2,14,not,2021-03-05T11:59:38Z,3
47275,8,0,6,3,2,15,not,2021-03-05T12:01:21Z,3
47275,9,0,5.5,3,2,16,not,2021-03-05T12:03:27Z,3
47275,6,0,7,3,2,17,not,2021-03-05T12:05:41Z,3
47275,10,0.5,5.5,3,2,18,not,2021-03-05T12:07:22Z,3
47275,10,0.5,5.5,3,2,19,not,2021-03-05T12:09:41Z,3
47275,5,0.5,8,3,2,20,not,2021-03-05T12:11:22Z,3
47463,5,4,11.5,3,1,2,assortatively,2021-03-05T11:35:29Z,3
47463,3,6,14.5,3,1,3,assortatively,2021-03-05T11:37:50Z,3
47463,3,3,11.5,3,0,4,assortatively,2021-03-05T11:39:50Z,3
47463,2,2.5,11.5,3,0,5,assortatively,2021-03-05T11:41:30Z,3
47463,1,4,13.5,3,1,6,assortatively,2021-03-05T11:43:40Z,3
47463,2,5.5,14.5,3,0,7,assortatively,2021-03-05T11:46:19Z,3
47463,2,1,10,3,0,8,assortatively,2021-03-05T11:47:20Z,3
47463,1,1,10.5,3,2,9,assortatively,2021-03-05T11:49:22Z,3
47463,0,7.5,17.5,3,1,10,assortatively,2021-03-05T11:51:37Z,3
47463,0,3,13,3,0,11,assortatively,2021-03-05T11:53:36Z,3
47463,1,0.5,10,3,0,12,assortatively,2021-03-05T11:55:49Z,3
47463,10,0.5,5.5,3,0,14,assortatively,2021-03-05T11:59:21Z,3
47463,0,10,20,3,5,15,assortatively,2021-03-05T12:01:26Z,3
47463,0,4.5,14.5,3,1,16,assortatively,2021-03-05T12:03:19Z,3
47463,0,0.5,10.5,3,1,17,assortatively,2021-03-05T12:05:29Z,3
47463,0,0,10,3,1,18,assortatively,2021-03-05T12:07:41Z,3
47463,3,1,9.5,3,1,19,assortatively,2021-03-05T12:09:25Z,3
47463,1,0,9.5,3,2,20,assortatively,2021-03-05T12:11:24Z,3
50986,6,9.5,16.5,3,3,2,not,2021-03-05T11:36:13Z,3
50986,7,7.5,14,3,3,3,not,2021-03-05T11:37:53Z,3
50986,6,7.5,14.5,3,3,4,not,2021-03-05T11:40:32Z,3
50986,6,6,13,3,3,5,not,2021-03-05T11:42:22Z,3
50986,6,7.5,14.5,3,3,6,not,2021-03-05T11:44:45Z,3
50986,4,5,13,3,3,7,not,2021-03-05T11:45:53Z,3
50986,5,2,9.5,3,3,8,not,2021-03-05T11:48:13Z,3
50986,0,3,13,3,3,9,not,2021-03-05T11:50:28Z,3
50986,5,0.5,8,3,3,10,not,2021-03-05T11:52:26Z,3
50986,5,6,13.5,3,3,11,not,2021-03-05T11:54:02Z,3
50986,6,6.5,13.5,3,3,12,not,2021-03-05T11:56:06Z,3
50986,6,6.5,13.5,3,3,13,not,2021-03-05T11:58:39Z,3
50986,6,5.5,12.5,3,3,14,not,2021-03-05T11:59:57Z,3
50986,7,4,10.5,3,3,15,not,2021-03-05T12:01:51Z,3
50986,5,6,13.5,3,3,16,not,2021-03-05T12:03:54Z,3
51534,9,8,13.5,3,3,2,not,2021-03-05T11:35:52Z,3
51534,6,8,15,3,3,3,not,2021-03-05T11:37:46Z,3
51534,6,7.5,14.5,3,3,4,not,2021-03-05T11:39:44Z,3
51534,6,6,13,3,3,5,not,2021-03-05T11:41:26Z,3
51534,5,8,15.5,3,3,6,not,2021-03-05T11:43:40Z,3
51534,4,5,13,3,3,7,not,2021-03-05T11:45:55Z,3
51534,3,3,11.5,3,3,8,not,2021-03-05T11:48:01Z,3
51534,1,2.5,12,3,3,9,not,2021-03-05T11:49:35Z,3
51534,0,3,13,3,3,10,not,2021-03-05T11:51:53Z,3
51534,7,5,11.5,3,3,11,not,2021-03-05T11:53:43Z,3
51534,8,5.5,11.5,3,3,12,not,2021-03-05T11:55:48Z,3
51534,5,7,14.5,3,3,13,not,2021-03-05T11:57:44Z,3
51534,4,6.5,14.5,3,3,14,not,2021-03-05T11:59:35Z,3
51534,2,6.5,15.5,3,3,15,not,2021-03-05T12:02:01Z,3
51534,7,5,11.5,3,3,16,not,2021-03-05T12:03:35Z,3
51724,6,10,17,3,5,2,assortatively,2021-03-05T11:35:30Z,3
51724,8,3.5,9.5,3,1,3,assortatively,2021-03-05T11:37:29Z,3
51724,6,7,14,3,5,4,assortatively,2021-03-05T11:39:46Z,3
51724,9,6.5,12,3,3,5,assortatively,2021-03-05T11:41:26Z,3
51724,8,8,14,3,5,6,assortatively,2021-03-05T11:43:45Z,3
51724,10,9,14,3,5,7,assortatively,2021-03-05T11:45:19Z,3
51724,9,5.5,11,3,6,8,assortatively,2021-03-05T11:47:36Z,3
51724,10,9.5,14.5,3,6,9,assortatively,2021-03-05T11:50:08Z,3
51724,10,5.5,10.5,3,6,10,assortatively,2021-03-05T11:51:50Z,3
51724,10,10,15,3,6,12,assortatively,2021-03-05T11:55:43Z,3
51724,10,8.5,13.5,3,5,14,assortatively,2021-03-05T11:59:35Z,3
51724,10,9,14,3,5,16,assortatively,2021-03-05T12:04:23Z,3
51724,10,7.5,12.5,3,5,20,assortatively,2021-03-05T12:11:23Z,3
51914,10,7.5,12.5,3,3,2,not,2021-03-05T11:35:28Z,3
51914,9,6.5,12,3,3,3,not,2021-03-05T11:37:45Z,3
51914,9,6,11.5,3,3,4,not,2021-03-05T11:39:41Z,3
51914,6,6,13,3,3,5,not,2021-03-05T11:41:39Z,3
51914,10,5.5,10.5,3,3,6,not,2021-03-05T11:43:23Z,3
51914,6,4,11,3,3,7,not,2021-03-05T11:45:50Z,3
51914,1,4,13.5,3,3,8,not,2021-03-05T11:47:50Z,3
51914,5,0.5,8,3,3,9,not,2021-03-05T11:49:32Z,3
51914,1,2.5,12,3,3,10,not,2021-03-05T11:51:41Z,3
51914,5,6,13.5,3,3,11,not,2021-03-05T11:53:22Z,3
51914,5,7,14.5,3,3,12,not,2021-03-05T11:55:28Z,3
51914,8,5.5,11.5,3,3,13,not,2021-03-05T11:57:46Z,3
51914,7,5,11.5,3,3,14,not,2021-03-05T11:59:28Z,3
51914,6,4.5,11.5,3,3,15,not,2021-03-05T12:01:39Z,3
51914,5,6,13.5,3,3,16,not,2021-03-05T12:03:52Z,3
52161,8,5,11,3,4,2,not,2021-03-05T11:35:25Z,3
52161,5,5.5,13,3,4,3,not,2021-03-05T11:37:31Z,3
52161,6,6,13,3,4,4,not,2021-03-05T11:39:23Z,3
52161,8,4,10,3,4,5,not,2021-03-05T11:41:23Z,3
52161,8,5.5,11.5,3,4,6,not,2021-03-05T11:43:28Z,3
52161,2,5.5,14.5,3,4,7,not,2021-03-05T11:45:24Z,3
52161,5,6.5,14,3,4,8,not,2021-03-05T11:47:50Z,3
52161,5,7.5,15,3,4,9,not,2021-03-05T11:49:49Z,3
52161,2,3,12,3,4,10,not,2021-03-05T11:51:19Z,3
52161,9,6,11.5,3,4,11,not,2021-03-05T11:53:19Z,3
52161,2,9,18,3,4,12,not,2021-03-05T11:55:40Z,3
52161,2,5,14,3,4,13,not,2021-03-05T11:57:22Z,3
52161,5,7.5,15,3,4,14,not,2021-03-05T11:59:53Z,3
52161,6,5,12,3,4,15,not,2021-03-05T12:01:26Z,3
52161,1,3.5,13,3,4,16,not,2021-03-05T12:03:43Z,3
52161,8,2.5,8.5,3,4,17,not,2021-03-05T12:05:51Z,3
52161,0,5.5,15.5,3,4,18,not,2021-03-05T12:07:29Z,3
52161,1,2.5,12,3,4,19,not,2021-03-05T12:09:25Z,3
52161,6,1,8,3,4,20,not,2021-03-05T12:11:20Z,3
54668,5,8.5,16,3,4,2,randomly,2021-03-05T11:35:22Z,3
54668,5,6.5,14,3,5,3,randomly,2021-03-05T11:37:42Z,3
54668,5,1.5,9,3,2,4,randomly,2021-03-05T11:39:33Z,3
54668,1,7,16.5,3,4,5,randomly,2021-03-05T11:41:25Z,3
54668,1,3.5,13,3,1,6,randomly,2021-03-05T11:43:21Z,3
54668,0,2.5,12.5,3,2,7,randomly,2021-03-05T11:45:26Z,3
54668,0,2,12,3,3,8,randomly,2021-03-05T11:47:25Z,3
54668,0,4,14,3,1,9,randomly,2021-03-05T11:49:22Z,3
54668,0,5,15,3,5,10,randomly,2021-03-05T11:51:21Z,3
54668,0,0,10,3,5,11,randomly,2021-03-05T11:53:23Z,3
54668,0,2,12,3,2,12,randomly,2021-03-05T11:55:22Z,3
54668,0,5.5,15.5,3,6,13,randomly,2021-03-05T11:57:28Z,3
54668,0,5,15,3,0,14,randomly,2021-03-05T11:59:20Z,3
54668,0,4,14,3,2,15,randomly,2021-03-05T12:01:20Z,3
54668,0,6.5,16.5,3,2,16,randomly,2021-03-05T12:03:23Z,3
54668,0,6.5,16.5,3,4,17,randomly,2021-03-05T12:05:19Z,3
54668,0,3,13,3,2,18,randomly,2021-03-05T12:07:47Z,3
54668,0,3,13,3,1,19,randomly,2021-03-05T12:09:23Z,3
54668,0,5,15,3,6,20,randomly,2021-03-05T12:11:23Z,3
56170,6,6,13,3,4,2,not,2021-03-05T11:35:32Z,3
56170,6,5,12,3,4,3,not,2021-03-05T11:38:02Z,3
56170,5,6.5,14,3,4,4,not,2021-03-05T11:39:28Z,3
56170,2,7,16,3,4,5,not,2021-03-05T11:41:40Z,3
56170,5,7,14.5,3,4,6,not,2021-03-05T11:43:35Z,3
56170,4,4.5,12.5,3,4,7,not,2021-03-05T11:45:31Z,3
56170,5,6.5,14,3,4,8,not,2021-03-05T11:47:47Z,3
56170,6,7,14,3,4,9,not,2021-03-05T11:49:25Z,3
56170,6,1,8,3,4,10,not,2021-03-05T11:51:27Z,3
56170,2,9.5,18.5,3,4,11,not,2021-03-05T11:53:25Z,3
56170,9,5.5,11,3,4,12,not,2021-03-05T11:55:21Z,3
56170,2,5,14,3,4,13,not,2021-03-05T11:57:28Z,3
56170,8,6,12,3,4,14,not,2021-03-05T11:59:24Z,3
56170,4,6,14,3,4,15,not,2021-03-05T12:01:25Z,3
56170,2,3,12,3,4,16,not,2021-03-05T12:03:27Z,3
56170,1,6,15.5,3,4,17,not,2021-03-05T12:05:26Z,3
56170,8,1.5,7.5,3,4,18,not,2021-03-05T12:07:23Z,3
56170,3,1.5,10,3,4,19,not,2021-03-05T12:09:20Z,3
56170,1,3.5,13,3,4,20,not,2021-03-05T12:11:22Z,3
56208,0,5.5,15.5,3,3,2,randomly,2021-03-05T11:35:55Z,3
56208,4,3.5,11.5,3,6,4,randomly,2021-03-05T11:39:33Z,3
56208,10,2.5,7.5,3,4,5,randomly,2021-03-05T11:41:36Z,3
56208,7,0.5,7,3,1,6,randomly,2021-03-05T11:43:53Z,3
56208,5,4,11.5,3,0,7,randomly,2021-03-05T11:45:26Z,3
56208,5,7,14.5,3,5,8,randomly,2021-03-05T11:47:52Z,3
56208,5,5.5,13,3,5,9,randomly,2021-03-05T11:49:53Z,3
56208,8,5.5,11.5,3,6,10,randomly,2021-03-05T11:51:20Z,3
56208,0,0,10,3,5,11,randomly,2021-03-05T11:53:16Z,3
56208,5,4,11.5,3,0,12,randomly,2021-03-05T11:55:29Z,3
56208,7,3.5,10,3,2,13,randomly,2021-03-05T11:57:31Z,3
56208,6,2,9,3,0,14,randomly,2021-03-05T11:59:42Z,3
56208,6,4,11,3,4,15,randomly,2021-03-05T12:01:27Z,3
56208,5,7,14.5,3,1,16,randomly,2021-03-05T12:03:30Z,3
56208,7,5,11.5,3,6,17,randomly,2021-03-05T12:05:38Z,3
56208,7,8,14.5,3,0,18,randomly,2021-03-05T12:07:24Z,3
56208,6,3,10,3,6,19,randomly,2021-03-05T12:09:29Z,3
56208,5,6,13.5,3,3,20,randomly,2021-03-05T12:11:21Z,3
56990,0,4.5,14.5,3,5,2,randomly,2021-03-05T11:35:27Z,3
56990,0,7.5,17.5,3,0,3,randomly,2021-03-05T11:37:27Z,3
56990,0,4,14,3,2,4,randomly,2021-03-05T11:39:43Z,3
56990,0,1.5,11.5,3,6,5,randomly,2021-03-05T11:41:26Z,3
56990,0,4,14,3,1,6,randomly,2021-03-05T11:43:44Z,3
56990,0,2.5,12.5,3,2,7,randomly,2021-03-05T11:45:24Z,3
56990,10,8,13,3,4,8,randomly,2021-03-05T11:47:29Z,3
56990,7,5,11.5,3,3,9,randomly,2021-03-05T11:49:23Z,3
56990,3,2.5,11,3,1,10,randomly,2021-03-05T11:51:34Z,3
56990,0,0,10,3,5,11,randomly,2021-03-05T11:53:35Z,3
56990,0,6.5,16.5,3,0,12,randomly,2021-03-05T11:55:48Z,3
56990,0,6.5,16.5,3,4,13,randomly,2021-03-05T11:57:44Z,3
56990,0,2,12,3,2,14,randomly,2021-03-05T11:59:23Z,3
56990,0,6.5,16.5,3,6,15,randomly,2021-03-05T12:01:33Z,3
56990,0,6,16,3,5,16,randomly,2021-03-05T12:03:36Z,3
56990,0,1.5,11.5,3,3,17,randomly,2021-03-05T12:05:31Z,3
56990,0,7,17,3,6,18,randomly,2021-03-05T12:07:23Z,3
56990,0,4.5,14.5,3,0,19,randomly,2021-03-05T12:09:27Z,3
56990,0,9,19,3,5,20,randomly,2021-03-05T12:12:14Z,3
59163,4,7,15,3,4,2,not,2021-03-05T11:35:48Z,3
59163,5,5.5,13,3,4,3,not,2021-03-05T11:37:51Z,3
59163,7,5.5,12,3,4,4,not,2021-03-05T11:39:45Z,3
59163,6,5,12,3,4,5,not,2021-03-05T11:41:24Z,3
59163,6,6.5,13.5,3,4,6,not,2021-03-05T11:43:26Z,3
59163,7,3,9.5,3,4,7,not,2021-03-05T11:45:34Z,3
59163,8,5,11,3,4,8,not,2021-03-05T11:47:25Z,3
59163,9,5.5,11,3,4,9,not,2021-03-05T11:49:36Z,3
59163,0,4,14,3,4,10,not,2021-03-05T11:51:31Z,3
59163,10,5.5,10.5,3,4,11,not,2021-03-05T11:53:24Z,3
59163,9,5.5,11,3,4,12,not,2021-03-05T11:55:24Z,3
59163,8,2,8,3,4,13,not,2021-03-05T11:57:25Z,3
59163,7,6.5,13,3,4,14,not,2021-03-05T11:59:26Z,3
59163,6,5,12,3,4,15,not,2021-03-05T12:01:25Z,3
59163,5,1.5,9,3,4,16,not,2021-03-05T12:03:30Z,3
59163,4,4.5,12.5,3,4,17,not,2021-03-05T12:05:30Z,3
59163,3,4,12.5,3,4,18,not,2021-03-05T12:07:33Z,3
59163,2,2,11,3,4,19,not,2021-03-05T12:09:21Z,3
59163,1,3.5,13,3,4,20,not,2021-03-05T12:11:33Z,3
59686,8,8,14,3,4,3,assortatively,2021-03-05T11:37:41Z,3
59686,7,7,13.5,3,4,4,assortatively,2021-03-05T11:39:48Z,3
59686,7,6.5,13,3,4,6,assortatively,2021-03-05T11:43:25Z,3
59686,6,7.5,14.5,3,4,7,assortatively,2021-03-05T11:45:33Z,3
59686,6,5.5,12.5,3,3,8,assortatively,2021-03-05T11:47:30Z,3
59686,6,7.5,14.5,3,5,9,assortatively,2021-03-05T11:49:46Z,3
59686,6,7,14,3,4,10,assortatively,2021-03-05T11:51:33Z,3
59686,6,6.5,13.5,3,3,11,assortatively,2021-03-05T11:53:34Z,3
59686,6,6.5,13.5,3,4,12,assortatively,2021-03-05T11:55:33Z,3
59686,6,3.5,10.5,3,3,13,assortatively,2021-03-05T11:57:21Z,3
59686,6,8,15,3,4,14,assortatively,2021-03-05T11:59:43Z,3
59686,6,7,14,3,3,15,assortatively,2021-03-05T12:01:43Z,3
59686,6,5,12,3,3,16,assortatively,2021-03-05T12:03:42Z,3
59686,6,6,13,3,3,17,assortatively,2021-03-05T12:05:31Z,3
59686,6,7.5,14.5,3,4,18,assortatively,2021-03-05T12:07:28Z,3
59686,6,7,14,3,3,19,assortatively,2021-03-05T12:10:10Z,3
59686,6,5,12,3,3,20,assortatively,2021-03-05T12:11:35Z,3
60599,5,7.5,15,3,4,4,randomly,2021-03-05T11:39:32Z,3
60599,8,3,9,3,1,5,randomly,2021-03-05T11:41:36Z,3
60599,8,8.5,14.5,3,0,6,randomly,2021-03-05T11:43:55Z,3
60599,10,7.5,12.5,3,3,7,randomly,2021-03-05T11:45:29Z,3
60599,9,2.5,8,3,0,8,randomly,2021-03-05T11:47:24Z,3
60599,10,4.5,9.5,3,4,9,randomly,2021-03-05T11:49:53Z,3
60599,8,5.5,11.5,3,4,10,randomly,2021-03-05T11:51:28Z,3
60599,8,3.5,9.5,3,4,11,randomly,2021-03-05T11:53:24Z,3
60599,10,5,10,3,1,12,randomly,2021-03-05T11:55:32Z,3
60599,10,5.5,10.5,3,1,13,randomly,2021-03-05T11:57:49Z,3
60599,10,4,9,3,4,14,randomly,2021-03-05T11:59:26Z,3
60599,8,4.5,10.5,3,5,15,randomly,2021-03-05T12:01:46Z,3
60599,10,2,7,3,3,16,randomly,2021-03-05T12:04:12Z,3
60599,9,2,7.5,3,5,17,randomly,2021-03-05T12:05:47Z,3
60599,10,6.5,11.5,3,0,18,randomly,2021-03-05T12:07:18Z,3
60599,10,2,7,3,4,19,randomly,2021-03-05T12:09:38Z,3
60599,10,4,9,3,5,20,randomly,2021-03-05T12:11:27Z,3
63842,7,6.5,13,3,2,2,assortatively,2021-03-05T11:35:32Z,3
63842,6,7.5,14.5,3,3,3,assortatively,2021-03-05T11:38:19Z,3
63842,6,6.5,13.5,3,2,4,assortatively,2021-03-05T11:40:04Z,3
63842,6,8,15,3,3,5,assortatively,2021-03-05T11:41:44Z,3
63842,6,7,14,3,4,6,assortatively,2021-03-05T11:43:47Z,3
63842,6,4.5,11.5,3,3,7,assortatively,2021-03-05T11:45:26Z,3
63842,6,5.5,12.5,3,3,8,assortatively,2021-03-05T11:47:53Z,3
63842,6,5,12,3,4,9,assortatively,2021-03-05T11:49:31Z,3
63842,6,6.5,13.5,3,3,11,assortatively,2021-03-05T11:53:29Z,3
63842,6,6.5,13.5,3,4,12,assortatively,2021-03-05T11:55:38Z,3
63842,6,6.5,13.5,3,4,13,assortatively,2021-03-05T11:57:28Z,3
63842,6,8,15,3,4,14,assortatively,2021-03-05T11:59:27Z,3
63842,6,7,14,3,3,15,assortatively,2021-03-05T12:01:32Z,3
63842,6,5,12,3,3,16,assortatively,2021-03-05T12:03:58Z,3
63842,6,6,13,3,3,17,assortatively,2021-03-05T12:05:36Z,3
63842,6,7.5,14.5,3,4,18,assortatively,2021-03-05T12:07:48Z,3
63842,6,7,14,3,3,19,assortatively,2021-03-05T12:09:44Z,3
63842,6,5,12,3,3,20,assortatively,2021-03-05T12:11:51Z,3
65917,9,7,12.5,3,5,2,not,2021-03-05T11:36:22Z,3
65917,9,6,11.5,3,5,3,not,2021-03-05T11:38:24Z,3
65917,5,5,12.5,3,5,4,not,2021-03-05T11:39:59Z,3
65917,2,5,14,3,5,5,not,2021-03-05T11:42:23Z,3
65917,5,5,12.5,3,5,6,not,2021-03-05T11:44:29Z,3
65917,3,5.5,14,3,5,7,not,2021-03-05T11:46:48Z,3
65917,3,4,12.5,3,5,8,not,2021-03-05T11:47:29Z,3
65917,4,0.5,8.5,3,5,9,not,2021-03-05T11:49:27Z,3
65917,5,0.5,8,3,5,10,not,2021-03-05T11:52:08Z,3
65917,4,0.5,8.5,3,5,11,not,2021-03-05T11:53:28Z,3
65917,2,0.5,9.5,3,5,12,not,2021-03-05T11:55:27Z,3
65917,0,4.5,14.5,3,5,13,not,2021-03-05T11:58:46Z,3
65917,2,3,12,3,5,14,not,2021-03-05T12:00:40Z,3
65917,2,3,12,3,5,15,not,2021-03-05T12:02:19Z,3
65917,2,3,12,3,5,16,not,2021-03-05T12:03:26Z,3
65917,2,5,14,3,5,17,not,2021-03-05T12:06:44Z,3
65917,2,3,12,3,5,18,not,2021-03-05T12:08:03Z,3
65917,2,3,12,3,5,19,not,2021-03-05T12:10:29Z,3
65917,2,1,10,3,5,20,not,2021-03-05T12:12:53Z,3
66746,5,5.5,13,3,2,3,assortatively,2021-03-05T11:37:33Z,3
66746,8,5.5,11.5,3,2,4,assortatively,2021-03-05T11:39:44Z,3
66746,6,9,16,3,5,5,assortatively,2021-03-05T11:42:08Z,3
66746,7,4,10.5,3,3,6,assortatively,2021-03-05T11:43:40Z,3
66746,7,4,10.5,3,3,7,assortatively,2021-03-05T11:45:22Z,3
66746,5,8,15.5,3,4,8,assortatively,2021-03-05T11:48:16Z,3
66746,7,4.5,11,3,3,9,assortatively,2021-03-05T11:49:33Z,3
66746,7,6.5,13,3,4,10,assortatively,2021-03-05T11:51:31Z,3
66746,7,8,14.5,3,4,11,assortatively,2021-03-05T11:54:30Z,3
66746,6,6,13,3,5,12,assortatively,2021-03-05T11:55:54Z,3
66746,6,6.5,13.5,3,4,13,assortatively,2021-03-05T11:57:35Z,3
66746,7,2.5,9,3,3,14,assortatively,2021-03-05T12:00:13Z,3
66746,7,8.5,15,3,4,15,assortatively,2021-03-05T12:01:51Z,3
66746,8,6,12,3,4,16,assortatively,2021-03-05T12:04:12Z,3
66746,6,6.5,13.5,3,4,17,assortatively,2021-03-05T12:06:28Z,3
66746,7,5,11.5,3,3,18,assortatively,2021-03-05T12:08:17Z,3
66746,7,8.5,15,3,4,19,assortatively,2021-03-05T12:09:33Z,3
66746,5,6,13.5,3,4,20,assortatively,2021-03-05T12:11:36Z,3
67047,6,6.5,13.5,3,1,2,randomly,2021-03-05T11:35:36Z,3
67047,7,4,10.5,3,0,3,randomly,2021-03-05T11:37:30Z,3
67047,6,6,13,3,0,4,randomly,2021-03-05T11:39:34Z,3
67047,6,7.5,14.5,3,2,5,randomly,2021-03-05T11:41:26Z,3
67047,6,9,16,3,3,6,randomly,2021-03-05T11:43:28Z,3
67047,7,1,7.5,3,6,7,randomly,2021-03-05T11:45:31Z,3
67047,6,6.5,13.5,3,5,8,randomly,2021-03-05T11:47:30Z,3
67047,5,6,13.5,3,3,9,randomly,2021-03-05T11:49:27Z,3
67047,6,6.5,13.5,3,6,10,randomly,2021-03-05T11:51:25Z,3
67047,5,7.5,15,3,1,11,randomly,2021-03-05T11:53:31Z,3
67047,6,5.5,12.5,3,5,12,randomly,2021-03-05T11:55:30Z,3
67047,5,3,10.5,3,3,13,randomly,2021-03-05T11:57:33Z,3
67047,4,3,11,3,0,14,randomly,2021-03-05T11:59:32Z,3
67047,4,2.5,10.5,3,3,15,randomly,2021-03-05T12:01:31Z,3
67047,2,4,13,3,0,16,randomly,2021-03-05T12:03:29Z,3
67047,2,0.5,9.5,3,3,17,randomly,2021-03-05T12:05:27Z,3
67047,4,4,12,3,1,18,randomly,2021-03-05T12:07:39Z,3
67047,5,2.5,10,3,5,19,randomly,2021-03-05T12:09:29Z,3
67047,3,7,15.5,3,3,20,randomly,2021-03-05T12:11:36Z,3
68254,7,8,14.5,3,5,2,not,2021-03-05T11:35:56Z,3
68254,7,7,13.5,3,5,3,not,2021-03-05T11:38:05Z,3
68254,7,4,10.5,3,5,4,not,2021-03-05T11:40:14Z,3
68254,8,2,8,3,5,5,not,2021-03-05T11:42:38Z,3
68254,7,4,10.5,3,5,6,not,2021-03-05T11:43:50Z,3
68254,7,3.5,10,3,5,7,not,2021-03-05T11:45:54Z,3
68254,6,2.5,9.5,3,5,8,not,2021-03-05T11:48:14Z,3
68254,1,2,11.5,3,5,9,not,2021-03-05T11:49:36Z,3
68254,1,2.5,12,3,5,10,not,2021-03-05T11:51:41Z,3
68254,1,2,11.5,3,5,11,not,2021-03-05T11:53:29Z,3
68254,1,1,10.5,3,5,12,not,2021-03-05T11:55:27Z,3
68254,9,0,5.5,3,5,13,not,2021-03-05T11:57:41Z,3
68254,6,1,8,3,5,14,not,2021-03-05T11:59:30Z,3
68254,6,1,8,3,5,15,not,2021-03-05T12:01:54Z,3
68254,6,1,8,3,5,16,not,2021-03-05T12:03:28Z,3
68254,5,3.5,11,3,5,17,not,2021-03-05T12:05:51Z,3
68254,4,2,10,3,5,18,not,2021-03-05T12:07:42Z,3
68254,3,2.5,11,3,5,19,not,2021-03-05T12:09:27Z,3
68254,2,1,10,3,5,20,not,2021-03-05T12:11:33Z,3
69947,7,8,14.5,3,5,2,not,2021-03-05T11:35:44Z,3
69947,5,8,15.5,3,5,3,not,2021-03-05T11:38:04Z,3
69947,3,6,14.5,3,5,4,not,2021-03-05T11:39:28Z,3
69947,2,5,14,3,5,5,not,2021-03-05T11:42:31Z,3
69947,3,6,14.5,3,5,6,not,2021-03-05T11:43:26Z,3
69947,4,5,13,3,5,7,not,2021-03-05T11:45:31Z,3
69947,2,4.5,13.5,3,5,8,not,2021-03-05T11:47:38Z,3
69947,0,2.5,12.5,3,5,9,not,2021-03-05T11:49:23Z,3
69947,0,3,13,3,5,10,not,2021-03-05T11:51:28Z,3
69947,0,2.5,12.5,3,5,11,not,2021-03-05T11:53:25Z,3
69947,0,1.5,11.5,3,5,12,not,2021-03-05T11:55:45Z,3
69947,0,4.5,14.5,3,5,13,not,2021-03-05T11:57:39Z,3
69947,0,4,14,3,5,14,not,2021-03-05T11:59:38Z,3
69947,0,4,14,3,5,15,not,2021-03-05T12:01:19Z,3
69947,0,4,14,3,5,16,not,2021-03-05T12:03:50Z,3
69947,5,3.5,11,3,5,17,not,2021-03-05T12:06:36Z,3
69947,2,3,12,3,5,18,not,2021-03-05T12:08:04Z,3
69947,3,2.5,11,3,5,19,not,2021-03-05T12:09:51Z,3
69947,0,2,12,3,5,20,not,2021-03-05T12:11:24Z,3
70543,8,4.5,10.5,3,6,2,randomly,2021-03-05T11:35:39Z,3
70543,7,2.5,9,3,3,3,randomly,2021-03-05T11:37:54Z,3
70543,7,2,8.5,3,6,4,randomly,2021-03-05T11:39:48Z,3
70543,7,3,9.5,3,3,5,randomly,2021-03-05T11:42:07Z,3
70543,6,1.5,8.5,3,5,6,randomly,2021-03-05T11:45:10Z,3
70543,6,2,9,3,5,7,randomly,2021-03-05T11:45:29Z,3
70543,6,5.5,12.5,3,2,8,randomly,2021-03-05T11:47:27Z,3
70543,6,1,8,3,0,9,randomly,2021-03-05T11:49:32Z,3
70543,5,1.5,9,3,1,10,randomly,2021-03-05T11:51:58Z,3
70543,5,3,10.5,3,2,11,randomly,2021-03-05T11:53:28Z,3
70543,4,5.5,13.5,3,3,12,randomly,2021-03-05T11:55:35Z,3
70543,4,3.5,11.5,3,3,13,randomly,2021-03-05T11:57:37Z,3
70543,4,6,14,3,3,14,randomly,2021-03-05T11:59:20Z,3
70543,4,2,10,3,2,15,randomly,2021-03-05T12:01:23Z,3
70543,6,3.5,10.5,3,2,16,randomly,2021-03-05T12:03:41Z,3
70543,6,5.5,12.5,3,6,17,randomly,2021-03-05T12:05:33Z,3
70543,6,2.5,9.5,3,4,18,randomly,2021-03-05T12:07:24Z,3
70543,6,7,14,3,3,19,randomly,2021-03-05T12:09:58Z,3
70543,9,4.5,10,3,0,20,randomly,2021-03-05T12:11:28Z,3
71098,7,5.5,12,3,6,2,not,2021-03-05T11:35:36Z,3
71098,4,5.5,13.5,3,6,3,not,2021-03-05T11:37:35Z,3
71098,3,5,13.5,3,6,4,not,2021-03-05T11:39:32Z,3
71098,2,5,14,3,6,5,not,2021-03-05T11:41:28Z,3
71098,2,5,14,3,6,6,not,2021-03-05T11:43:35Z,3
71098,2,5.5,14.5,3,6,7,not,2021-03-05T11:45:34Z,3
71098,2,5,14,3,6,8,not,2021-03-05T11:47:26Z,3
71098,2,4.5,13.5,3,6,9,not,2021-03-05T11:49:41Z,3
