oneid,choice,ave_other,profit,size,whichgroup,round,rematching,time,actual_size
71098,2,5,14,3,6,10,not,2021-03-05T11:51:30Z,3
71098,1,2.5,12,3,2,14,not,2021-03-05T11:59:24Z,3
71098,0,4,14,3,2,15,not,2021-03-05T12:01:27Z,3
71098,0,4.5,14.5,3,2,16,not,2021-03-05T12:03:25Z,3
71098,0,3,13,3,2,17,not,2021-03-05T12:05:33Z,3
71098,0,5.5,15.5,3,2,18,not,2021-03-05T12:07:30Z,3
71098,1,5,14.5,3,2,19,not,2021-03-05T12:09:29Z,3
71098,1,2.5,12,3,2,20,not,2021-03-05T12:11:28Z,3
71112,10,6,11,3,4,2,randomly,2021-03-05T11:35:27Z,3
71112,4,5,13,3,2,3,randomly,2021-03-05T11:37:39Z,3
71112,3,2.5,11,3,2,4,randomly,2021-03-05T11:39:40Z,3
71112,1,6,15.5,3,3,5,randomly,2021-03-05T11:41:31Z,3
71112,0,5.5,15.5,3,4,6,randomly,2021-03-05T11:43:31Z,3
71112,0,5,15,3,5,7,randomly,2021-03-05T11:45:44Z,3
71112,8,5,11,3,6,8,randomly,2021-03-05T11:47:33Z,3
71112,8,4,10,3,5,9,randomly,2021-03-05T11:49:51Z,3
71112,0,4,14,3,1,10,randomly,2021-03-05T11:51:39Z,3
71112,6,3.5,10.5,3,0,11,randomly,2021-03-05T11:53:28Z,3
71112,8,6,12,3,1,12,randomly,2021-03-05T11:55:33Z,3
71112,9,2.5,8,3,5,13,randomly,2021-03-05T11:57:35Z,3
71112,7,6.5,13,3,6,14,randomly,2021-03-05T11:59:28Z,3
71112,9,2,7.5,3,6,15,randomly,2021-03-05T12:01:32Z,3
71112,5,3.5,11,3,5,16,randomly,2021-03-05T12:03:45Z,3
71112,4,4.5,12.5,3,4,17,randomly,2021-03-05T12:05:44Z,3
71112,10,2,7,3,6,18,randomly,2021-03-05T12:07:29Z,3
71112,9,5.5,11,3,3,19,randomly,2021-03-05T12:09:25Z,3
71112,10,0,5,3,6,20,randomly,2021-03-05T12:11:37Z,3
73765,4,7.5,15.5,3,0,2,assortatively,2021-03-05T11:36:05Z,3
73765,6,2.5,9.5,3,0,3,assortatively,2021-03-05T11:37:25Z,3
73765,4,7,15,3,3,4,assortatively,2021-03-05T11:39:22Z,3
73765,4,3,11,3,1,5,assortatively,2021-03-05T11:41:20Z,3
73765,4,3,11,3,2,6,assortatively,2021-03-05T11:43:22Z,3
73765,4,1,9,3,1,7,assortatively,2021-03-05T11:45:24Z,3
73765,2,3.5,12.5,3,2,8,assortatively,2021-03-05T11:47:19Z,3
73765,2,5.5,14.5,3,1,9,assortatively,2021-03-05T11:49:34Z,3
73765,2,0.5,9.5,3,2,10,assortatively,2021-03-05T11:51:24Z,3
73765,1,3,12.5,3,0,13,assortatively,2021-03-05T11:57:23Z,3
73765,1,0.5,10,3,1,14,assortatively,2021-03-05T11:59:19Z,3
73765,1,0,9.5,3,1,15,assortatively,2021-03-05T12:01:22Z,3
73765,0,0,10,3,2,16,assortatively,2021-03-05T12:03:20Z,3
73765,1,0,9.5,3,1,17,assortatively,2021-03-05T12:05:25Z,3
73765,2,1,10,3,2,18,assortatively,2021-03-05T12:07:21Z,3
73765,2,2,11,3,2,19,assortatively,2021-03-05T12:09:22Z,3
73765,0,0.5,10.5,3,2,20,assortatively,2021-03-05T12:11:22Z,3
76810,7,7.5,14,3,4,2,randomly,2021-03-05T11:35:41Z,3
76810,5,6.5,14,3,5,3,randomly,2021-03-05T11:37:33Z,3
76810,4,8.5,16.5,3,3,4,randomly,2021-03-05T11:39:30Z,3
76810,3,5.5,14,3,0,5,randomly,2021-03-05T11:41:35Z,3
76810,2,5,14,3,2,6,randomly,2021-03-05T11:43:39Z,3
76810,1,2.5,12,3,4,7,randomly,2021-03-05T11:45:35Z,3
76810,1,8.5,18,3,6,8,randomly,2021-03-05T11:47:37Z,3
76810,1,6.5,16,3,2,9,randomly,2021-03-05T11:49:49Z,3
76810,1,4.5,14,3,5,10,randomly,2021-03-05T11:51:25Z,3
76810,0,10,20,3,3,11,randomly,2021-03-05T11:53:23Z,3
76810,0,6.5,16.5,3,4,12,randomly,2021-03-05T11:55:44Z,3
76810,0,7,17,3,5,13,randomly,2021-03-05T11:57:19Z,3
76810,0,2,12,3,2,14,randomly,2021-03-05T11:59:29Z,3
76810,0,6,16,3,0,15,randomly,2021-03-05T12:01:47Z,3
76810,0,4.5,14.5,3,6,16,randomly,2021-03-05T12:03:29Z,3
76810,0,3.5,13.5,3,0,17,randomly,2021-03-05T12:05:54Z,3
76810,0,2.5,12.5,3,5,18,randomly,2021-03-05T12:07:36Z,3
76810,0,7,17,3,4,19,randomly,2021-03-05T12:09:29Z,3
76810,0,4.5,14.5,3,1,20,randomly,2021-03-05T12:12:13Z,3
80621,4,6.5,14.5,3,6,2,randomly,2021-03-05T11:35:27Z,3
80621,5,4,11.5,3,6,3,randomly,2021-03-05T11:37:24Z,3
80621,5,3,10.5,3,1,4,randomly,2021-03-05T11:39:41Z,3
80621,2,6,15,3,1,5,randomly,2021-03-05T11:41:22Z,3
80621,3,2.5,11,3,6,6,randomly,2021-03-05T11:43:31Z,3
80621,0,6.5,16.5,3,0,7,randomly,2021-03-05T11:45:39Z,3
80621,0,5.5,15.5,3,1,8,randomly,2021-03-05T11:48:21Z,3
80621,1,3.5,13,3,0,9,randomly,2021-03-05T11:50:05Z,3
80621,3,5.5,14,3,3,10,randomly,2021-03-05T11:51:40Z,3
80621,2,4.5,13.5,3,2,11,randomly,2021-03-05T11:53:53Z,3
80621,2,9,18,3,1,12,randomly,2021-03-05T11:56:17Z,3
80621,2,4.5,13.5,3,3,13,randomly,2021-03-05T11:57:52Z,3
80621,4,0,8,3,2,14,randomly,2021-03-05T11:59:31Z,3
80621,3,3,11.5,3,3,15,randomly,2021-03-05T12:01:55Z,3
80621,4,5,13,3,3,16,randomly,2021-03-05T12:04:10Z,3
80621,4,6.5,14.5,3,6,17,randomly,2021-03-05T12:06:18Z,3
80621,4,5,13,3,3,18,randomly,2021-03-05T12:07:25Z,3
80621,4,5,13,3,4,19,randomly,2021-03-05T12:09:51Z,3
80621,4,2.5,10.5,3,1,20,randomly,2021-03-05T12:11:31Z,3
85719,9,4.5,10,3,6,2,not,2021-03-05T11:35:34Z,3
85719,9,3,8.5,3,6,3,not,2021-03-05T11:37:22Z,3
85719,8,2.5,8.5,3,6,4,not,2021-03-05T11:39:24Z,3
85719,8,2,8,3,6,5,not,2021-03-05T11:41:43Z,3
85719,8,2,8,3,6,6,not,2021-03-05T11:43:24Z,3
85719,9,2,7.5,3,6,7,not,2021-03-05T11:45:31Z,3
85719,8,2,8,3,6,8,not,2021-03-05T11:47:26Z,3
85719,7,2,8.5,3,6,9,not,2021-03-05T11:49:34Z,3
85719,8,2,8,3,6,10,not,2021-03-05T11:51:34Z,3
90281,2,8,17,3,6,2,not,2021-03-05T11:35:49Z,3
90281,2,6.5,15.5,3,6,3,not,2021-03-05T11:37:46Z,3
90281,2,5.5,14.5,3,6,4,not,2021-03-05T11:39:33Z,3
90281,2,5,14,3,6,5,not,2021-03-05T11:41:28Z,3
90281,2,5,14,3,6,6,not,2021-03-05T11:43:49Z,3
90281,2,5.5,14.5,3,6,7,not,2021-03-05T11:45:43Z,3
90281,2,5,14,3,6,8,not,2021-03-05T11:47:53Z,3
90281,2,4.5,13.5,3,6,9,not,2021-03-05T11:49:51Z,3
90281,2,5,14,3,6,10,not,2021-03-05T11:51:49Z,3
92104,2,5.5,14.5,3,1,2,assortatively,2021-03-05T11:35:33Z,3
92104,1,5,14.5,3,0,3,assortatively,2021-03-05T11:37:45Z,3
92104,5,2,9.5,3,0,4,assortatively,2021-03-05T11:39:35Z,3
92104,3,5,13.5,3,2,5,assortatively,2021-03-05T11:41:54Z,3
92104,4,2.5,10.5,3,1,6,assortatively,2021-03-05T11:44:50Z,3
92104,3,4.5,13,3,2,7,assortatively,2021-03-05T11:45:32Z,3
92104,3,3,11.5,3,2,8,assortatively,2021-03-05T11:47:30Z,3
92104,2,0.5,9.5,3,2,9,assortatively,2021-03-05T11:49:29Z,3
92104,0,1.5,11.5,3,2,10,assortatively,2021-03-05T11:51:30Z,3
92104,4,1,9,3,0,11,assortatively,2021-03-05T11:53:31Z,3
92104,0,5,15,3,3,12,assortatively,2021-03-05T11:55:23Z,3
92104,4,1.5,9.5,3,0,13,assortatively,2021-03-05T11:57:48Z,3
92104,0,6,16,3,3,14,assortatively,2021-03-05T11:59:27Z,3
92104,4,0.5,8.5,3,0,15,assortatively,2021-03-05T12:01:27Z,3
92104,0,0,10,3,2,16,assortatively,2021-03-05T12:03:38Z,3
92104,0,0,10,3,0,17,assortatively,2021-03-05T12:05:37Z,3
92104,1,1.5,11,3,2,18,assortatively,2021-03-05T12:07:31Z,3
92104,1,2,11.5,3,1,19,assortatively,2021-03-05T12:09:27Z,3
92104,2,0.5,9.5,3,1,20,assortatively,2021-03-05T12:11:32Z,3
92257,7,8.5,15,3,4,3,assortatively,2021-03-05T11:37:35Z,3
92257,7,5.5,12,3,3,4,assortatively,2021-03-05T11:39:42Z,3
92257,8,8,14,3,5,5,assortatively,2021-03-05T11:41:29Z,3
92257,8,8,14,3,5,6,assortatively,2021-03-05T11:43:46Z,3
92257,9,9.5,15,3,5,7,assortatively,2021-03-05T11:45:32Z,3
92257,9,3,8.5,3,5,8,assortatively,2021-03-05T11:47:41Z,3
92257,8,6.5,12.5,3,5,9,assortatively,2021-03-05T11:50:21Z,3
92257,8,10,16,3,5,10,assortatively,2021-03-05T11:51:59Z,3
92257,9,7,12.5,3,4,11,assortatively,2021-03-05T11:53:34Z,3
92257,8,5,11,3,5,12,assortatively,2021-03-05T11:55:38Z,3
92257,5,8,15.5,3,5,13,assortatively,2021-03-05T11:57:24Z,3
92257,5,3.5,11,3,3,14,assortatively,2021-03-05T11:59:44Z,3
92257,8,6,12,3,3,15,assortatively,2021-03-05T12:01:57Z,3
92257,5,7.5,15,3,4,16,assortatively,2021-03-05T12:03:27Z,3
92257,6,6,13,3,3,17,assortatively,2021-03-05T12:05:45Z,3
92257,6,5.5,12.5,3,3,18,assortatively,2021-03-05T12:08:22Z,3
92257,8,6,12,3,3,19,assortatively,2021-03-05T12:09:51Z,3
92257,5,6,13.5,3,4,20,assortatively,2021-03-05T12:11:35Z,3
92509,9,0,5.5,3,5,2,randomly,2021-03-05T11:35:20Z,3
92509,8,5,11,3,5,3,randomly,2021-03-05T11:37:28Z,3
92509,7,5.5,12,3,0,4,randomly,2021-03-05T11:39:33Z,3
92509,9,2.5,8,3,0,5,randomly,2021-03-05T11:41:38Z,3
92509,8,2,8,3,2,6,randomly,2021-03-05T11:43:40Z,3
92509,7,9,15.5,3,3,7,randomly,2021-03-05T11:45:31Z,3
92509,9,8.5,14,3,4,8,randomly,2021-03-05T11:47:48Z,3
92509,9,2.5,8,3,2,9,randomly,2021-03-05T11:49:20Z,3
92509,9,0.5,6,3,5,10,randomly,2021-03-05T11:51:39Z,3
92509,10,5,10,3,3,11,randomly,2021-03-05T11:53:47Z,3
92509,6,2.5,9.5,3,6,12,randomly,2021-03-05T11:55:32Z,3
92509,8,1.5,7.5,3,6,13,randomly,2021-03-05T11:57:50Z,3
92509,9,3.5,9,3,3,14,randomly,2021-03-05T11:59:41Z,3
92509,8,3,9,3,4,15,randomly,2021-03-05T12:01:35Z,3
92509,9,5,10.5,3,1,16,randomly,2021-03-05T12:03:26Z,3
92509,9,2,7.5,3,4,17,randomly,2021-03-05T12:05:23Z,3
92509,8,3,9,3,3,18,randomly,2021-03-05T12:07:26Z,3
92509,9,0,5.5,3,0,19,randomly,2021-03-05T12:09:52Z,3
92509,9,4,9.5,3,3,20,randomly,2021-03-05T12:11:40Z,3
93037,0,4.5,14.5,3,5,2,randomly,2021-03-05T11:35:21Z,3
93037,0,6.5,16.5,3,6,3,randomly,2021-03-05T11:37:28Z,3
93037,0,5.5,15.5,3,6,4,randomly,2021-03-05T11:40:26Z,3
93037,0,1.5,11.5,3,6,5,randomly,2021-03-05T11:41:26Z,3
93037,1,4,13.5,3,5,6,randomly,2021-03-05T11:43:58Z,3
93037,1,4,13.5,3,6,7,randomly,2021-03-05T11:45:36Z,3
93037,1,6.5,16,3,0,8,randomly,2021-03-05T11:47:33Z,3
93037,1,3.5,13,3,0,9,randomly,2021-03-05T11:49:51Z,3
93037,1,9,18.5,3,4,10,randomly,2021-03-05T11:51:55Z,3
93037,1,4,13.5,3,6,11,randomly,2021-03-05T11:53:37Z,3
93037,0,2,12,3,2,12,randomly,2021-03-05T11:55:24Z,3
93037,0,7,17,3,2,13,randomly,2021-03-05T11:57:26Z,3
93037,0,9,19,3,4,14,randomly,2021-03-05T11:59:31Z,3
93037,0,7,17,3,4,15,randomly,2021-03-05T12:01:30Z,3
93037,0,7,17,3,3,16,randomly,2021-03-05T12:03:25Z,3
93037,0,6.5,16.5,3,5,17,randomly,2021-03-05T12:05:30Z,3
93037,0,3,13,3,2,18,randomly,2021-03-05T12:07:19Z,3
93037,0,6,16,3,2,19,randomly,2021-03-05T12:09:34Z,3
93037,0,5,15,3,6,20,randomly,2021-03-05T12:11:25Z,3
93480,6,7.5,14.5,3,7,2,not,2021-03-05T11:35:32Z,3
93480,4,6,14,3,7,3,not,2021-03-05T11:38:13Z,3
93480,10,5.5,10.5,3,7,4,not,2021-03-05T11:39:20Z,3
93480,9,5,10.5,3,7,5,not,2021-03-05T11:41:28Z,3
93480,8,5.5,11.5,3,7,6,not,2021-03-05T11:43:36Z,3
93480,9,7.5,13,3,7,7,not,2021-03-05T11:45:22Z,3
93480,10,8.5,13.5,3,7,8,not,2021-03-05T11:47:37Z,3
93480,7,7,13.5,3,7,9,not,2021-03-05T11:49:24Z,3
93480,9,7,12.5,3,7,10,not,2021-03-05T11:51:24Z,3
93480,7,7,13.5,3,7,11,not,2021-03-05T11:53:34Z,3
93480,5,5,12.5,3,7,12,not,2021-03-05T11:55:24Z,3
93480,8,5,11,3,7,13,not,2021-03-05T11:57:22Z,3
93480,7,5,11.5,3,7,14,not,2021-03-05T11:59:21Z,3
93480,4,5.5,13.5,3,7,15,not,2021-03-05T12:01:23Z,3
93480,9,5.5,11,3,7,16,not,2021-03-05T12:03:19Z,3
93480,8,5.5,11.5,3,7,17,not,2021-03-05T12:05:23Z,3
93480,7,5.5,12,3,7,18,not,2021-03-05T12:07:40Z,3
93480,7,5,11.5,3,7,19,not,2021-03-05T12:09:42Z,3
93480,8,5.5,11.5,3,7,20,not,2021-03-05T12:11:20Z,3
94738,4,7,15,3,0,2,randomly,2021-03-05T11:37:05Z,3
94738,8,2.5,8.5,3,6,3,randomly,2021-03-05T11:37:48Z,3
94738,10,5.5,10.5,3,3,4,randomly,2021-03-05T11:39:29Z,3
94738,4,5.5,13.5,3,4,5,randomly,2021-03-05T11:41:25Z,3
94738,10,7,12,3,3,6,randomly,2021-03-05T11:43:25Z,3
94738,2,6,15,3,1,7,randomly,2021-03-05T11:45:37Z,3
94738,9,4.5,10,3,6,8,randomly,2021-03-05T11:47:27Z,3
94738,8,1,7,3,6,9,randomly,2021-03-05T11:49:45Z,3
94738,10,4.5,9.5,3,4,10,randomly,2021-03-05T11:51:35Z,3
94738,10,5,10,3,3,11,randomly,2021-03-05T11:53:25Z,3
94738,10,2.5,7.5,3,3,12,randomly,2021-03-05T11:55:39Z,3
94738,10,1.5,6.5,3,4,13,randomly,2021-03-05T11:57:41Z,3
94738,10,2.5,7.5,3,1,14,randomly,2021-03-05T11:59:28Z,3
94738,10,1,6,3,0,15,randomly,2021-03-05T12:01:37Z,3
94738,10,1,6,3,4,16,randomly,2021-03-05T12:03:28Z,3
94738,1,1.5,11,3,2,17,randomly,2021-03-05T12:05:31Z,3
94738,1,2,11.5,3,5,18,randomly,2021-03-05T12:07:30Z,3
94738,0,4.5,14.5,3,0,19,randomly,2021-03-05T12:09:24Z,3
94738,0,0.5,10.5,3,4,20,randomly,2021-03-05T12:11:25Z,3
98185,10,5.5,10.5,3,7,2,not,2021-03-05T11:35:27Z,3
98185,7,4.5,11,3,7,3,not,2021-03-05T11:37:28Z,3
98185,5,8,15.5,3,7,4,not,2021-03-05T11:39:26Z,3
98185,4,7.5,15.5,3,7,5,not,2021-03-05T11:41:31Z,3
98185,6,6.5,13.5,3,7,6,not,2021-03-05T11:43:25Z,3
98185,9,7.5,13,3,7,7,not,2021-03-05T11:45:33Z,3
98185,10,8.5,13.5,3,7,8,not,2021-03-05T11:47:28Z,3
98185,8,6.5,12.5,3,7,9,not,2021-03-05T11:49:27Z,3
98185,8,7.5,13.5,3,7,10,not,2021-03-05T11:51:23Z,3
98185,7,7,13.5,3,7,11,not,2021-03-05T11:53:22Z,3
98185,4,5.5,13.5,3,7,12,not,2021-03-05T11:55:29Z,3
98185,5,6.5,14,3,7,13,not,2021-03-05T11:57:22Z,3
98185,4,6.5,14.5,3,7,14,not,2021-03-05T11:59:26Z,3
98185,5,5,12.5,3,7,15,not,2021-03-05T12:01:24Z,3
98185,5,7.5,15,3,7,16,not,2021-03-05T12:03:28Z,3
98185,6,6.5,13.5,3,7,17,not,2021-03-05T12:05:21Z,3
98185,6,6,13,3,7,18,not,2021-03-05T12:07:24Z,3
98185,5,6,13.5,3,7,19,not,2021-03-05T12:09:23Z,3
98185,6,6.5,13.5,3,7,20,not,2021-03-05T12:11:30Z,3
98200,5,8,15.5,3,7,2,not,2021-03-05T11:35:38Z,3
98200,5,5.5,13,3,7,3,not,2021-03-05T11:37:32Z,3
98200,6,7.5,14.5,3,7,4,not,2021-03-05T11:39:24Z,3
98200,6,6.5,13.5,3,7,5,not,2021-03-05T11:41:39Z,3
98200,5,7,14.5,3,7,6,not,2021-03-05T11:43:26Z,3
98200,6,9,16,3,7,7,not,2021-03-05T11:45:28Z,3
98200,7,10,16.5,3,7,8,not,2021-03-05T11:47:24Z,3
98200,6,7.5,14.5,3,7,9,not,2021-03-05T11:49:34Z,3
98200,6,8.5,15.5,3,7,10,not,2021-03-05T11:51:35Z,3
98200,7,7,13.5,3,7,11,not,2021-03-05T11:53:35Z,3
98200,6,4.5,11.5,3,7,12,not,2021-03-05T11:55:57Z,3
98200,5,6.5,14,3,7,13,not,2021-03-05T11:57:25Z,3
98200,6,5.5,12.5,3,7,14,not,2021-03-05T11:59:23Z,3
98200,6,4.5,11.5,3,7,15,not,2021-03-05T12:01:24Z,3
98200,6,7,14,3,7,16,not,2021-03-05T12:03:22Z,3
98200,5,7,14.5,3,7,17,not,2021-03-05T12:05:32Z,3
98200,5,6.5,14,3,7,18,not,2021-03-05T12:07:25Z,3
98200,5,6,13.5,3,7,19,not,2021-03-05T12:09:31Z,3
98200,5,7,14.5,3,7,20,not,2021-03-05T12:11:19Z,3
99237,5,7,14.5,3,0,2,assortatively,2021-03-05T11:36:25Z,3
99237,4,5.5,13.5,3,1,3,assortatively,2021-03-05T11:38:04Z,3
99237,1,4,13.5,3,0,4,assortatively,2021-03-05T11:39:58Z,3
99237,1,3,12.5,3,0,5,assortatively,2021-03-05T11:41:40Z,3
99237,4,5,13,3,0,6,assortatively,2021-03-05T11:44:25Z,3
99237,0,3,13,3,1,7,assortatively,2021-03-05T11:45:57Z,3
99237,1,1.5,11,3,0,8,assortatively,2021-03-05T11:47:58Z,3
99237,0,0.5,10.5,3,0,9,assortatively,2021-03-05T11:49:48Z,3
99237,0,0,10,3,0,10,assortatively,2021-03-05T11:51:59Z,3
99237,3,0.5,9,3,1,11,assortatively,2021-03-05T11:54:25Z,3
99864,7,6,12.5,3,1,2,randomly,2021-03-05T11:35:33Z,3
99864,5,6.5,14,3,0,4,randomly,2021-03-05T11:39:20Z,3
99864,7,2.5,9,3,5,5,randomly,2021-03-05T11:42:09Z,3
99864,5,3,10.5,3,4,6,randomly,2021-03-05T11:43:45Z,3
99864,5,0,7.5,3,2,7,randomly,2021-03-05T11:45:42Z,3
99864,5,6,13.5,3,2,8,randomly,2021-03-05T11:47:48Z,3
99864,6,1,8,3,1,9,randomly,2021-03-05T11:50:19Z,3
99864,5,7,14.5,3,6,10,randomly,2021-03-05T11:51:58Z,3
99864,7,6.5,13,3,1,11,randomly,2021-03-05T11:53:46Z,3
99864,5,4,11.5,3,4,12,randomly,2021-03-05T11:55:40Z,3
99864,5,3,10.5,3,0,13,randomly,2021-03-05T11:57:39Z,3
99864,4,5.5,13.5,3,1,14,randomly,2021-03-05T11:59:39Z,3
99864,8,4.5,10.5,3,5,15,randomly,2021-03-05T12:01:26Z,3
99864,5,2,9.5,3,6,16,randomly,2021-03-05T12:03:22Z,3
99864,4,1.5,9.5,3,0,17,randomly,2021-03-05T12:05:48Z,3
99864,4,3.5,11.5,3,4,18,randomly,2021-03-05T12:07:31Z,3
99864,4,3,11,3,5,19,randomly,2021-03-05T12:09:27Z,3
99864,5,6.5,14,3,0,20,randomly,2021-03-05T12:11:31Z,3
