oneid,choice,ave_other,profit,size,whichgroup,round,rematching,time
55393,8,9,15,3,4,15,assortatively,2021-10-29 14:01:29
55393,8,9,15,3,4,16,assortatively,2021-10-29 14:03:26
55393,8,9,15,3,4,17,assortatively,2021-10-29 14:05:48
55393,8,8,14,3,4,18,assortatively,2021-10-29 14:07:34
55393,8,8,14,3,4,19,assortatively,2021-10-29 14:09:24
55393,8,7.5,13.5,3,4,20,assortatively,2021-10-29 14:11:14
55511,5,NULL,NULL,NULL,0,1,randomly,2021-10-29 13:30:26
55511,6,6,13,3,3,2,randomly,2021-10-29 13:35:21
55511,5,4,11.5,3,0,3,randomly,2021-10-29 13:38:14
55511,6,-1,13,1,5,4,randomly,2021-10-29 13:39:24
55511,6,5,12,3,4,5,randomly,2021-10-29 13:41:27
55511,6,4,11,3,0,6,randomly,2021-10-29 13:43:37
55511,5,3,10.5,3,1,7,randomly,2021-10-29 13:45:24
55511,4,2.5,10.5,3,3,8,randomly,2021-10-29 13:47:35
55511,2,5,14,3,2,9,randomly,2021-10-29 13:49:38
55511,2,1.5,10.5,3,0,10,randomly,2021-10-29 13:51:49
55511,4,2.5,10.5,3,3,11,randomly,2021-10-29 13:53:45
55511,4,4.5,12.5,3,1,12,randomly,2021-10-29 13:55:57
55511,3,3,11.5,3,1,13,randomly,2021-10-29 13:57:54
55511,2,6.5,15.5,3,2,14,randomly,2021-10-29 13:59:27
55511,1,-1,10.5,1,5,15,randomly,2021-10-29 14:01:16
55511,2,2.5,11.5,3,4,16,randomly,2021-10-29 14:03:59
55511,3,4.5,13,3,3,17,randomly,2021-10-29 14:05:56
55511,3,5.5,14,3,4,18,randomly,2021-10-29 14:07:19
55511,3,3,11.5,3,4,19,randomly,2021-10-29 14:09:24
55511,2,3.5,12.5,3,4,20,randomly,2021-10-29 14:11:18
56259,10,NULL,NULL,NULL,4,1,not,2021-10-29 13:31:22
56259,10,5,10,3,3,2,not,2021-10-29 13:36:35
56259,10,4.5,9.5,3,3,3,not,2021-10-29 13:37:55
56259,10,5,11.25,2,3,4,not,2021-10-29 13:39:51
56259,9,5,11.5,2,3,5,not,2021-10-29 13:41:43
56259,10,5,11.25,2,3,6,not,2021-10-29 13:43:32
56259,10,5,11.25,2,3,7,not,2021-10-29 13:45:28
56259,10,5,11.25,2,3,8,not,2021-10-29 13:47:18
56259,9,5,11.5,2,3,9,not,2021-10-29 13:49:47
56259,9,3,10,2,3,10,not,2021-10-29 13:51:39
56259,10,4,10.5,2,3,11,not,2021-10-29 13:53:59
56259,10,5,11.25,2,3,12,not,2021-10-29 13:55:28
56259,10,6,12,2,3,13,not,2021-10-29 13:58:16
56259,8,7,13.25,2,3,14,not,2021-10-29 13:59:41
56259,8,6,12.5,2,3,15,not,2021-10-29 14:02:00
56259,6,6,13,2,3,16,not,2021-10-29 14:03:38
56259,6,6,13,2,3,17,not,2021-10-29 14:05:47
56259,8,6,12.5,2,3,18,not,2021-10-29 14:07:56
56259,8,6,12.5,2,3,19,not,2021-10-29 14:09:43
56259,10,6,12,2,3,20,not,2021-10-29 14:12:03
56298,10,NULL,NULL,NULL,3,1,randomly,2021-10-29 13:31:18
56298,10,7,12,3,0,2,randomly,2021-10-29 13:37:02
56298,10,9,14,3,1,3,randomly,2021-10-29 13:38:18
56298,10,5.33333,9.75,4,2,4,randomly,2021-10-29 13:39:35
56298,10,6,11,3,2,5,randomly,2021-10-29 13:41:26
56298,10,7.5,12.5,3,2,6,randomly,2021-10-29 13:43:47
56298,10,1.5,6.5,3,0,7,randomly,2021-10-29 13:45:42
56298,10,8,13,3,4,8,randomly,2021-10-29 13:47:32
56298,10,5.5,10.5,3,1,9,randomly,2021-10-29 13:49:20
56298,10,5.5,10.5,3,3,10,randomly,2021-10-29 13:51:55
56298,10,1.5,6.5,3,1,11,randomly,2021-10-29 13:53:44
56298,10,3,8,3,3,12,randomly,2021-10-29 13:55:46
56298,10,5,10,3,0,13,randomly,2021-10-29 13:58:28
56298,10,3,8,3,0,14,randomly,2021-10-29 14:00:05
56298,10,7.5,12.5,3,4,15,randomly,2021-10-29 14:02:49
56298,10,4.5,9.5,3,0,16,randomly,2021-10-29 14:04:01
56298,10,0.5,5.5,3,0,17,randomly,2021-10-29 14:06:07
56298,10,5.5,10.5,3,2,18,randomly,2021-10-29 14:08:13
56298,10,6.5,11.5,3,3,19,randomly,2021-10-29 14:10:02
56298,10,2,7,3,1,20,randomly,2021-10-29 14:12:25
56920,8,NULL,NULL,NULL,1,1,assortatively,2021-10-29 13:30:36
56920,7,9,15,2,3,2,assortatively,2021-10-29 13:35:21
56920,6,5,12,3,3,3,assortatively,2021-10-29 13:37:32
56920,5,6.5,14,3,3,4,assortatively,2021-10-29 13:40:02
56920,4,5,13,3,2,5,assortatively,2021-10-29 13:41:30
56920,5,3.5,11,3,2,6,assortatively,2021-10-29 13:43:36
56920,6,6.5,13.5,3,3,7,assortatively,2021-10-29 13:45:29
56920,6,4.5,11.5,3,3,8,assortatively,2021-10-29 13:47:26
56920,5,2,9.5,3,3,9,assortatively,2021-10-29 13:49:27
56920,6,9,16,3,3,10,assortatively,2021-10-29 13:52:07
56920,7,7,13.5,3,3,11,assortatively,2021-10-29 13:53:37
56920,6,8,15,3,3,12,assortatively,2021-10-29 13:55:31
56920,6,4,11,3,2,13,assortatively,2021-10-29 13:57:19
56920,6,9,16,3,3,14,assortatively,2021-10-29 13:59:21
56920,6,7.5,14.5,3,3,15,assortatively,2021-10-29 14:01:22
56920,6,7,14,3,3,16,assortatively,2021-10-29 14:03:34
56920,6,6.5,13.5,3,3,17,assortatively,2021-10-29 14:05:21
56920,6,6,13,3,3,18,assortatively,2021-10-29 14:07:30
56920,7,6,12.5,3,3,19,assortatively,2021-10-29 14:09:55
56920,6,4.5,11.5,3,3,20,assortatively,2021-10-29 14:11:32
61101,5,NULL,NULL,NULL,0,1,not,2021-10-29 13:30:31
61101,5,7.5,15,3,3,2,not,2021-10-29 13:36:15
61101,5,7,14.5,3,3,3,not,2021-10-29 13:37:52
61101,5,10,16.25,2,3,4,not,2021-10-29 13:41:12
61101,5,9,15.5,2,3,5,not,2021-10-29 13:42:41
61101,5,10,16.25,2,3,6,not,2021-10-29 13:43:28
61101,5,10,16.25,2,3,7,not,2021-10-29 13:45:48
61101,5,10,16.25,2,3,8,not,2021-10-29 13:47:32
61101,5,9,15.5,2,3,9,not,2021-10-29 13:49:29
61101,3,9,16,2,3,10,not,2021-10-29 13:51:34
61101,4,10,16.5,2,3,11,not,2021-10-29 13:53:41
61101,5,10,16.25,2,3,12,not,2021-10-29 13:55:28
61101,6,10,16,2,3,13,not,2021-10-29 13:57:28
61101,7,8,14.25,2,3,14,not,2021-10-29 13:59:32
61101,6,8,14.5,2,3,15,not,2021-10-29 14:02:55
61101,6,6,13,2,3,16,not,2021-10-29 14:03:43
61101,6,6,13,2,3,17,not,2021-10-29 14:05:26
61101,6,8,14.5,2,3,18,not,2021-10-29 14:07:24
61101,6,8,14.5,2,3,19,not,2021-10-29 14:09:40
61101,6,10,16,2,3,20,not,2021-10-29 14:11:24
62532,6,NULL,NULL,NULL,5,1,assortatively,2021-10-29 13:33:32
62532,9,7,13,2,3,2,assortatively,2021-10-29 13:35:36
62532,2,7,16,3,3,3,assortatively,2021-10-29 13:37:31
62532,6,1,8,3,0,4,assortatively,2021-10-29 13:39:34
62532,8,7.5,13.5,3,3,5,assortatively,2021-10-29 13:41:34
62532,1,8.5,18,3,4,6,assortatively,2021-10-29 13:43:19
62532,7,1,7.5,3,0,7,assortatively,2021-10-29 13:45:21
62532,2,6.5,15.5,3,3,8,assortatively,2021-10-29 13:47:16
62532,3,3.5,12,3,2,9,assortatively,2021-10-29 13:49:41
62532,1,3,12.5,3,2,10,assortatively,2021-10-29 13:51:36
62532,10,1.5,6.5,3,1,11,assortatively,2021-10-29 13:53:18
62532,9,8.5,14,3,4,12,assortatively,2021-10-29 13:56:06
62532,8,-1,14,1,5,13,assortatively,2021-10-29 13:58:27
62532,9,7.5,13,3,3,14,assortatively,2021-10-29 13:59:15
62532,7,-1,13.5,1,5,15,assortatively,2021-10-29 14:01:21
62532,7,6.5,13,3,3,16,assortatively,2021-10-29 14:03:21
62532,7,6,12.5,3,3,17,assortatively,2021-10-29 14:05:21
62532,7,8.5,15,3,4,18,assortatively,2021-10-29 14:07:24
62532,7,8.5,15,3,4,19,assortatively,2021-10-29 14:09:16
62532,7,8,14.5,3,4,20,assortatively,2021-10-29 14:11:36
63609,7,NULL,NULL,NULL,6,1,not,2021-10-29 13:30:52
63609,8,3,10.25,2,4,2,not,2021-10-29 13:35:41
63609,7,4,11.25,2,4,3,not,2021-10-29 13:37:58
63609,7,5,12,2,4,4,not,2021-10-29 13:39:45
63609,7,NULL,NULL,NULL,4,5,not,2021-10-29 13:41:32
64828,5,NULL,NULL,NULL,1,1,assortatively,2021-10-29 13:30:27
64828,5,4.5,12,3,2,2,assortatively,2021-10-29 13:36:14
64828,5,4.5,12,3,2,3,assortatively,2021-10-29 13:37:25
64828,5,5.5,13,3,2,4,assortatively,2021-10-29 13:39:36
64828,5,4.5,12,3,2,5,assortatively,2021-10-29 13:41:31
64828,6,4.5,11.5,3,3,6,assortatively,2021-10-29 13:43:43
64828,5,7,14.5,3,3,7,assortatively,2021-10-29 13:46:11
64828,5,2,9.5,3,2,8,assortatively,2021-10-29 13:47:35
64828,4,2.5,10.5,3,3,9,assortatively,2021-10-29 13:49:17
64828,4,1.5,9.5,3,2,10,assortatively,2021-10-29 13:51:36
64828,6,7.5,14.5,3,3,11,assortatively,2021-10-29 13:53:33
64828,6,2,9,3,2,12,assortatively,2021-10-29 13:55:28
64828,6,4,11,3,2,13,assortatively,2021-10-29 13:57:29
64828,4,4,12,3,2,14,assortatively,2021-10-29 13:59:28
64828,4,2,10,3,2,15,assortatively,2021-10-29 14:01:43
64828,6,1,8,3,2,16,assortatively,2021-10-29 14:03:23
64828,5,2,9.5,3,2,17,assortatively,2021-10-29 14:05:24
64828,6,6,13,3,3,18,assortatively,2021-10-29 14:07:18
64828,6,6.5,13.5,3,3,19,assortatively,2021-10-29 14:09:34
64828,6,2,9,3,2,20,assortatively,2021-10-29 14:11:39
65423,6,NULL,NULL,NULL,4,1,randomly,2021-10-29 13:30:28
65423,6,6.5,13.5,3,5,2,randomly,2021-10-29 13:35:18
65423,4,8,16,3,5,3,randomly,2021-10-29 13:37:34
65423,4,7.33333,15.75,4,2,4,randomly,2021-10-29 13:39:21
65423,4,2,10,3,1,5,randomly,2021-10-29 13:41:36
65423,4,4.5,12.5,3,3,6,randomly,2021-10-29 13:44:37
65423,4,8,16,3,4,7,randomly,2021-10-29 13:45:27
65423,4,3.5,11.5,3,2,8,randomly,2021-10-29 13:47:42
65423,4,8.5,16.5,3,1,9,randomly,2021-10-29 13:49:17
65423,4,5,13,3,4,10,randomly,2021-10-29 13:51:20
65423,4,4.5,12.5,3,2,11,randomly,2021-10-29 13:53:22
65423,4,4.5,12.5,3,1,12,randomly,2021-10-29 13:55:26
65423,4,2,10,3,3,13,randomly,2021-10-29 13:57:35
65423,4,5.5,13.5,3,2,14,randomly,2021-10-29 13:59:36
65423,4,3,11,3,3,15,randomly,2021-10-29 14:01:42
65423,4,0,8,3,3,16,randomly,2021-10-29 14:03:46
65423,3,4.5,13,3,3,17,randomly,2021-10-29 14:05:51
65423,3,7,15.5,3,3,18,randomly,2021-10-29 14:07:56
65423,3,4,12.5,3,2,19,randomly,2021-10-29 14:10:05
65423,3,0,8.5,3,0,20,randomly,2021-10-29 14:12:13
66430,5,NULL,NULL,NULL,6,1,not,2021-10-29 13:30:21
66430,3,8,15.25,2,4,2,not,2021-10-29 13:35:37
66430,4,7,14.25,2,4,3,not,2021-10-29 13:37:33
66430,5,7,14,2,4,4,not,2021-10-29 13:40:51
66430,6,7,13.75,2,4,5,not,2021-10-29 13:42:31
66430,6,-1,13,1,4,6,not,2021-10-29 13:43:38
66430,6,-1,13,1,4,7,not,2021-10-29 13:45:21
66430,5,-1,12.5,1,4,8,not,2021-10-29 13:47:17
66430,6,-1,13,1,4,9,not,2021-10-29 13:49:26
66430,6,-1,13,1,4,10,not,2021-10-29 13:51:15
66430,7,-1,13.5,1,4,11,not,2021-10-29 13:53:25
66430,7,-1,13.5,1,4,12,not,2021-10-29 13:55:33
66430,7,-1,13.5,1,4,13,not,2021-10-29 13:57:16
66430,5,-1,12.5,1,4,14,not,2021-10-29 13:59:23
66430,6,-1,13,1,4,15,not,2021-10-29 14:01:20
66430,5,-1,12.5,1,4,16,not,2021-10-29 14:03:15
66430,5,-1,12.5,1,4,17,not,2021-10-29 14:05:16
66430,7,-1,13.5,1,4,18,not,2021-10-29 14:07:33
66430,6,-1,13,1,4,19,not,2021-10-29 14:09:27
66430,5,-1,12.5,1,4,20,not,2021-10-29 14:11:15
66488,10,NULL,NULL,NULL,0,1,randomly,2021-10-29 13:30:24
66488,10,4.5,9.5,3,5,2,randomly,2021-10-29 13:35:26
66488,10,9,14,3,1,3,randomly,2021-10-29 13:37:29
66488,10,6,11,3,4,4,randomly,2021-10-29 13:39:24
66488,10,7,12,3,0,5,randomly,2021-10-29 13:41:25
66488,10,7.5,12.5,3,2,6,randomly,2021-10-29 13:43:19
66488,10,5,10,3,4,7,randomly,2021-10-29 13:45:21
66488,10,8,13,3,4,8,randomly,2021-10-29 13:47:16
66488,10,5,10,3,3,9,randomly,2021-10-29 13:49:21
66488,10,5.5,10.5,3,3,10,randomly,2021-10-29 13:51:18
66488,10,4,9,3,0,11,randomly,2021-10-29 13:53:17
66488,10,0.5,5.5,3,2,12,randomly,2021-10-29 13:55:26
66488,6,1.5,8.5,3,1,13,randomly,2021-10-29 13:57:40
66488,4,5.5,13.5,3,4,14,randomly,2021-10-29 13:59:44
66488,9,8,13.5,3,4,15,randomly,2021-10-29 14:01:21
66488,10,4,9,3,1,16,randomly,2021-10-29 14:03:30
66488,9,2.5,8,3,4,17,randomly,2021-10-29 14:05:33
66488,8,3,9,3,4,18,randomly,2021-10-29 14:07:42
66488,5,3,10.5,3,2,19,randomly,2021-10-29 14:09:20
66488,2,3.5,12.5,3,4,20,randomly,2021-10-29 14:11:28
66780,7,NULL,NULL,NULL,4,1,randomly,2021-10-29 13:30:24
66780,5,6.5,14,3,3,2,randomly,2021-10-29 13:35:30
66780,7,6.5,13,3,4,3,randomly,2021-10-29 13:37:36
66780,7,6.33333,12.75,4,2,4,randomly,2021-10-29 13:39:32
66780,7,8.5,15,3,0,5,randomly,2021-10-29 13:41:46
66780,8,2.5,8.5,3,3,6,randomly,2021-10-29 13:43:40
66780,6,5,12,3,2,7,randomly,2021-10-29 13:45:39
66780,6,10,17,3,4,8,randomly,2021-10-29 13:47:33
66780,7,7,13.5,3,1,9,randomly,2021-10-29 13:49:32
66780,6,2.5,9.5,3,2,10,randomly,2021-10-29 13:51:37
66780,4,4.5,12.5,3,2,11,randomly,2021-10-29 13:53:50
66780,6,5,12,3,0,12,randomly,2021-10-29 13:55:48
66780,5,2.5,10,3,4,13,randomly,2021-10-29 13:58:00
66780,2,3.5,12.5,3,1,14,randomly,2021-10-29 14:00:06
66780,3,3.5,12,3,1,15,randomly,2021-10-29 14:02:11
66780,4,1.5,9.5,3,4,16,randomly,2021-10-29 14:03:49
66780,1,4,13.5,3,1,17,randomly,2021-10-29 14:05:36
66780,1,-1,10.5,1,5,18,randomly,2021-10-29 14:07:23
66780,8,7.5,13.5,3,3,19,randomly,2021-10-29 14:09:26
66780,5,3.5,11,3,2,20,randomly,2021-10-29 14:11:35
67839,8,NULL,NULL,NULL,6,1,not,2021-10-29 13:30:58
68096,10,NULL,NULL,NULL,0,1,randomly,2021-10-29 13:30:23
68096,10,10,15,3,4,2,randomly,2021-10-29 13:35:46
68096,10,5,10,3,5,3,randomly,2021-10-29 13:38:01
68096,9,5,10,4,1,4,randomly,2021-10-29 13:39:52
68096,9,6.5,12,3,2,5,randomly,2021-10-29 13:41:26
68096,8,-1,14,1,5,6,randomly,2021-10-29 13:44:09
68096,7,3,9.5,3,3,7,randomly,2021-10-29 13:45:50
68096,5,3,10.5,3,2,8,randomly,2021-10-29 13:47:38
68096,0,4,14,3,0,9,randomly,2021-10-29 13:49:43
68096,1,10,19.5,3,3,10,randomly,2021-10-29 13:51:30
68096,2,3.5,12.5,3,3,11,randomly,2021-10-29 13:54:15
68096,4,6,14,3,0,12,randomly,2021-10-29 13:55:28
68096,5,7.5,15,3,0,13,randomly,2021-10-29 13:57:28
68096,5,1.5,9,3,3,14,randomly,2021-10-29 13:59:53
68096,5,5,12.5,3,2,15,randomly,2021-10-29 14:01:33
68096,5,6.5,14,3,1,16,randomly,2021-10-29 14:03:32
68096,6,-1,13,1,5,17,randomly,2021-10-29 14:05:23
68096,7,7,13.5,3,2,18,randomly,2021-10-29 14:08:20
68096,8,2.5,8.5,3,0,19,randomly,2021-10-29 14:09:59
68096,9,5.5,11,3,3,20,randomly,2021-10-29 14:12:13
68652,7,NULL,NULL,NULL,4,1,not,2021-10-29 13:30:52
68652,6,5.5,12.5,3,5,2,not,2021-10-29 13:35:28
68652,1,10,17.25,2,5,3,not,2021-10-29 13:37:35
68652,5,10,16.25,2,5,4,not,2021-10-29 13:39:45
68652,6,10,16,2,5,5,not,2021-10-29 13:41:27
68652,7,10,15.75,2,5,6,not,2021-10-29 13:44:00
68652,7,10,15.75,2,5,7,not,2021-10-29 13:46:23
68652,8,10,15.5,2,5,8,not,2021-10-29 13:47:29
68652,9,9,14.5,2,5,9,not,2021-10-29 13:49:34
68652,9,8,13.75,2,5,10,not,2021-10-29 13:52:02
68652,8,10,15.5,2,5,11,not,2021-10-29 13:53:27
68652,8,10,15.5,2,5,12,not,2021-10-29 13:56:52
68652,8,9,14.75,2,5,13,not,2021-10-29 13:57:43
68652,8,10,15.5,2,5,14,not,2021-10-29 13:59:58
68652,8,10,15.5,2,5,15,not,2021-10-29 14:01:28
68652,8,10,15.5,2,5,16,not,2021-10-29 14:03:29
68652,9,7,13,2,5,17,not,2021-10-29 14:05:24
68652,7,10,15.75,2,5,18,not,2021-10-29 14:07:27
68652,8,10,15.5,2,5,19,not,2021-10-29 14:09:58
68652,9,10,15.25,2,5,20,not,2021-10-29 14:11:56
68719,10,NULL,NULL,NULL,0,1,randomly,2021-10-29 13:30:37
68719,10,10,15,3,4,2,randomly,2021-10-29 13:35:23
68719,8,10,16,3,1,3,randomly,2021-10-29 13:37:19
68719,9,6.5,12,3,4,4,randomly,2021-10-29 13:39:18
68719,7,4.5,11,3,4,5,randomly,2021-10-29 13:41:18
68719,5,4.5,12,3,0,6,randomly,2021-10-29 13:43:32
68719,6,3.5,10.5,3,3,7,randomly,2021-10-29 13:45:19
68719,5,2.5,10,3,0,8,randomly,2021-10-29 13:47:38
68719,6,1,8,3,0,9,randomly,2021-10-29 13:49:25
68719,4,5,13,3,4,10,randomly,2021-10-29 13:51:22
68719,5,5.5,13,3,4,11,randomly,2021-10-29 13:53:29
68719,7,-1,13.5,1,5,12,randomly,2021-10-29 13:55:19
68719,8,-1,14,1,5,13,randomly,2021-10-29 13:57:18
68719,9,3,8.5,3,2,14,randomly,2021-10-29 13:59:43
68719,7,4,10.5,3,2,15,randomly,2021-10-29 14:01:31
68719,6,6,13,3,2,16,randomly,2021-10-29 14:03:28
68719,6,3,10,3,3,17,randomly,2021-10-29 14:05:22
68719,5,0.5,8,3,1,18,randomly,2021-10-29 14:07:19
68719,4,1.5,9.5,3,1,19,randomly,2021-10-29 14:09:19
68719,3,5.5,14,3,1,20,randomly,2021-10-29 14:11:20
71382,5,NULL,NULL,NULL,2,1,assortatively,2021-10-29 13:31:24
71382,5,4.5,12,3,2,2,assortatively,2021-10-29 13:36:10
71382,4,3.5,11.5,3,1,3,assortatively,2021-10-29 13:37:46
71382,3,2.5,11,3,1,4,assortatively,2021-10-29 13:39:43
71382,2,2,11,3,1,5,assortatively,2021-10-29 13:41:58
71382,2,2.5,11.5,3,1,6,assortatively,2021-10-29 13:43:41
71382,3,1,9.5,3,1,7,assortatively,2021-10-29 13:45:53
71382,2,3.5,12.5,3,2,8,assortatively,2021-10-29 13:47:25
71382,2,1.5,10.5,3,1,9,assortatively,2021-10-29 13:49:29
71382,2,1.5,10.5,3,1,10,assortatively,2021-10-29 13:51:20
71382,2,1,10,3,2,11,assortatively,2021-10-29 13:53:22
71382,2,4.5,13.5,3,1,12,assortatively,2021-10-29 13:55:18
71382,2,3.5,12.5,3,1,13,assortatively,2021-10-29 13:57:23
71382,2,1,10,3,1,14,assortatively,2021-10-29 13:59:40
71382,2,3,12,3,2,15,assortatively,2021-10-29 14:01:24
71382,2,1,10,3,1,16,assortatively,2021-10-29 14:03:21
71382,2,3.5,12.5,3,2,17,assortatively,2021-10-29 14:05:19
71382,2,2,11,3,2,18,assortatively,2021-10-29 14:07:25
71382,2,4,13,3,2,19,assortatively,2021-10-29 14:09:24
71382,2,4,13,3,2,20,assortatively,2021-10-29 14:11:27
73988,8,NULL,NULL,NULL,2,1,randomly,2021-10-29 13:30:26
73988,10,10,15,3,4,2,randomly,2021-10-29 13:35:54
73988,6,NULL,NULL,NULL,5,3,randomly,2021-10-29 13:39:15
74142,6,NULL,NULL,NULL,6,1,not,2021-10-29 13:30:45
74142,10,3.5,8.5,3,5,2,not,2021-10-29 13:35:28
74142,10,1,8.25,2,5,3,not,2021-10-29 13:37:36
74142,10,5,11.25,2,5,4,not,2021-10-29 13:39:35
74142,10,6,12,2,5,5,not,2021-10-29 13:41:28
74142,10,7,12.75,2,5,6,not,2021-10-29 13:43:17
74142,10,7,12.75,2,5,7,not,2021-10-29 13:45:16
74142,10,8,13.5,2,5,8,not,2021-10-29 13:47:17
74142,9,9,14.5,2,5,9,not,2021-10-29 13:49:28
74142,8,9,14.75,2,5,10,not,2021-10-29 13:51:20
74142,10,8,13.5,2,5,11,not,2021-10-29 13:53:14
74142,10,8,13.5,2,5,12,not,2021-10-29 13:55:17
74142,9,8,13.75,2,5,13,not,2021-10-29 13:57:30
74142,10,8,13.5,2,5,14,not,2021-10-29 13:59:35
74142,10,8,13.5,2,5,15,not,2021-10-29 14:01:26
74142,10,8,13.5,2,5,16,not,2021-10-29 14:03:15
74142,7,9,15,2,5,17,not,2021-10-29 14:05:18
74142,10,7,12.75,2,5,18,not,2021-10-29 14:07:15
74142,10,8,13.5,2,5,19,not,2021-10-29 14:09:17
74142,10,9,14.25,2,5,20,not,2021-10-29 14:11:26
74387,5,NULL,NULL,NULL,6,1,not,2021-10-29 13:30:26
74387,1,NULL,NULL,NULL,5,2,not,2021-10-29 13:35:34
76080,1,NULL,NULL,NULL,5,1,not,2021-10-29 13:30:41
76080,8,3.5,9.5,3,6,2,not,2021-10-29 13:35:26
76080,2,2.5,11.5,3,6,3,not,2021-10-29 13:37:29
76080,2,1.5,10.5,3,6,4,not,2021-10-29 13:39:29
76080,1,1,10.5,3,6,5,not,2021-10-29 13:41:31
76080,1,6,15.5,3,6,6,not,2021-10-29 13:43:14
76080,1,1,10.5,3,6,7,not,2021-10-29 13:45:17
76080,1,2,11.5,3,6,8,not,2021-10-29 13:47:19
76080,3,1,9.5,3,6,9,not,2021-10-29 13:51:02
76080,1,1,10.5,3,6,10,not,2021-10-29 13:51:20
76080,1,1,10.5,3,6,11,not,2021-10-29 13:53:15
76080,1,1,10.5,3,6,12,not,2021-10-29 13:55:21
76080,1,3,12.5,3,6,13,not,2021-10-29 13:57:28
76080,1,2,11.5,3,6,14,not,2021-10-29 13:59:22
76080,1,1.5,11,3,6,15,not,2021-10-29 14:01:18
76080,1,2,11.5,3,6,16,not,2021-10-29 14:03:29
76080,1,1,10.5,3,6,17,not,2021-10-29 14:05:18
76080,1,2.5,12,3,6,18,not,2021-10-29 14:07:25
76080,1,3,12.5,3,6,19,not,2021-10-29 14:09:15
76080,1,1,10.5,3,6,20,not,2021-10-29 14:11:41
77712,5,NULL,NULL,NULL,6,1,randomly,2021-10-29 13:30:19
77712,6,9,16,3,0,2,randomly,2021-10-29 13:35:21
77712,6,7,14,3,4,3,randomly,2021-10-29 13:37:43
77712,6,6,13,4,1,4,randomly,2021-10-29 13:39:26
77712,6,5.5,12.5,3,3,5,randomly,2021-10-29 13:41:41
77712,5,10,17.5,3,2,6,randomly,2021-10-29 13:43:23
77712,6,7,14,3,4,7,randomly,2021-10-29 13:45:26
77712,6,-1,13,1,5,8,randomly,2021-10-29 13:47:23
77712,6,0.5,7.5,3,4,9,randomly,2021-10-29 13:49:21
77712,5,3,10.5,3,2,10,randomly,2021-10-29 13:51:28
77712,5,4,11.5,3,2,11,randomly,2021-10-29 13:53:37
77712,5,4,11.5,3,1,12,randomly,2021-10-29 13:55:32
77712,5,1.5,9,3,2,13,randomly,2021-10-29 13:57:26
77712,5,5.5,13,3,0,14,randomly,2021-10-29 13:59:32
77712,5,2.5,10,3,3,15,randomly,2021-10-29 14:01:22
77712,5,6.5,14,3,2,16,randomly,2021-10-29 14:03:34
77712,5,2,9.5,3,1,17,randomly,2021-10-29 14:05:27
77712,5,6,13.5,3,3,18,randomly,2021-10-29 14:07:21
77712,5,9,16.5,3,3,19,randomly,2021-10-29 14:09:27
77712,5,-1,12.5,1,5,20,randomly,2021-10-29 14:11:20
78313,5,NULL,NULL,NULL,6,1,not,2021-10-29 13:32:36
78313,5,5,12.5,3,6,2,not,2021-10-29 13:35:29
78313,3,2,10.5,3,6,3,not,2021-10-29 13:37:29
78313,2,1.5,10.5,3,6,4,not,2021-10-29 13:39:23
78313,1,1,10.5,3,6,5,not,2021-10-29 13:41:23
78313,2,5.5,14.5,3,6,6,not,2021-10-29 13:43:24
78313,1,1,10.5,3,6,7,not,2021-10-29 13:45:32
78313,1,2,11.5,3,6,8,not,2021-10-29 13:47:20
78313,1,2,11.5,3,6,9,not,2021-10-29 13:49:26
78313,1,1,10.5,3,6,10,not,2021-10-29 13:51:21
78313,1,1,10.5,3,6,11,not,2021-10-29 13:53:38
78313,1,1,10.5,3,6,12,not,2021-10-29 13:55:39
78313,1,3,12.5,3,6,13,not,2021-10-29 13:57:23
78313,1,2,11.5,3,6,14,not,2021-10-29 13:59:24
78313,1,1.5,11,3,6,15,not,2021-10-29 14:01:17
78313,1,2,11.5,3,6,16,not,2021-10-29 14:03:34
78313,1,1,10.5,3,6,17,not,2021-10-29 14:05:24
78313,1,2.5,12,3,6,18,not,2021-10-29 14:07:21
78313,1,3,12.5,3,6,19,not,2021-10-29 14:09:14
78313,1,1,10.5,3,6,20,not,2021-10-29 14:11:26
83290,2,NULL,NULL,NULL,6,1,not,2021-10-29 13:31:35
83290,2,6.5,15.5,3,6,2,not,2021-10-29 13:35:32
83290,2,2.5,11.5,3,6,3,not,2021-10-29 13:37:26
83290,1,2,11.5,3,6,4,not,2021-10-29 13:39:32
83290,1,1,10.5,3,6,5,not,2021-10-29 13:41:30
83290,10,1.5,6.5,3,6,6,not,2021-10-29 13:43:25
83290,1,1,10.5,3,6,7,not,2021-10-29 13:46:03
83290,3,1,9.5,3,6,8,not,2021-10-29 13:47:17
83290,1,2,11.5,3,6,9,not,2021-10-29 13:49:21
83290,1,1,10.5,3,6,10,not,2021-10-29 13:51:19
83290,1,1,10.5,3,6,11,not,2021-10-29 13:53:35
83290,1,1,10.5,3,6,12,not,2021-10-29 13:56:08
83290,5,1,8.5,3,6,13,not,2021-10-29 13:57:22
83290,3,1,9.5,3,6,14,not,2021-10-29 13:59:46
83290,2,1,10,3,6,15,not,2021-10-29 14:01:55
83290,3,1,9.5,3,6,16,not,2021-10-29 14:03:27
83290,1,1,10.5,3,6,17,not,2021-10-29 14:05:33
83290,4,1,9,3,6,18,not,2021-10-29 14:07:48
