oneid,choice,ave_other,profit,size,whichgroup,round,rematching,time
83290,5,1,8.5,3,6,19,not,2021-10-29 14:09:34
83290,1,1,10.5,3,6,20,not,2021-10-29 14:11:18
83337,6,NULL,NULL,NULL,3,1,randomly,2021-10-29 13:31:13
83337,7,5.5,12,3,3,2,randomly,2021-10-29 13:35:54
83337,5,3.5,11,3,2,3,randomly,2021-10-29 13:37:52
83337,3,7,16,4,1,4,randomly,2021-10-29 13:39:52
83337,4,6.5,14.5,3,3,5,randomly,2021-10-29 13:41:28
83337,4,5,13,3,1,6,randomly,2021-10-29 13:43:26
83337,2,5.5,14.5,3,0,7,randomly,2021-10-29 13:45:26
83337,2,4,13,3,0,8,randomly,2021-10-29 13:47:26
83337,2,3,12,3,0,9,randomly,2021-10-29 13:49:22
83337,2,-1,11,1,5,10,randomly,2021-10-29 13:51:56
83337,1,8.5,18,3,0,11,randomly,2021-10-29 13:53:34
83337,1,5,14.5,3,2,12,randomly,2021-10-29 13:55:22
83337,1,3.5,13,3,3,13,randomly,2021-10-29 13:57:46
83337,1,4,13.5,3,1,14,randomly,2021-10-29 13:59:19
83337,1,4.5,14,3,3,15,randomly,2021-10-29 14:02:25
83337,1,3,12.5,3,4,16,randomly,2021-10-29 14:03:52
83337,1,5,14.5,3,0,17,randomly,2021-10-29 14:05:27
83337,1,2.5,12,3,1,18,randomly,2021-10-29 14:07:23
83337,1,4,13.5,3,4,19,randomly,2021-10-29 14:09:24
83337,1,6.5,16,3,1,20,randomly,2021-10-29 14:11:19
85651,2,NULL,NULL,NULL,2,1,assortatively,2021-10-29 13:31:20
85651,5,1,8.5,3,0,2,assortatively,2021-10-29 13:35:29
85651,6,4,11,3,2,3,assortatively,2021-10-29 13:37:39
85651,4,6,14,3,2,4,assortatively,2021-10-29 13:39:45
85651,3,1.5,10,3,1,5,assortatively,2021-10-29 13:41:25
85651,4,4,12,3,2,6,assortatively,2021-10-29 13:43:42
85651,3,2,10.5,3,2,7,assortatively,2021-10-29 13:45:30
85651,2,3.5,12.5,3,2,8,assortatively,2021-10-29 13:47:46
85651,2,4,13,3,2,9,assortatively,2021-10-29 13:49:41
85651,2,2.5,11.5,3,2,10,assortatively,2021-10-29 13:51:55
85651,2,5.5,14.5,3,1,11,assortatively,2021-10-29 13:53:30
85651,2,4,13,3,2,12,assortatively,2021-10-29 13:55:33
85651,6,1.5,8.5,3,1,13,assortatively,2021-10-29 13:57:45
85651,6,3,10,3,2,14,assortatively,2021-10-29 13:59:40
85651,6,7.5,14.5,3,3,15,assortatively,2021-10-29 14:01:16
85651,7,6.5,13,3,3,16,assortatively,2021-10-29 14:03:31
85651,6,6.5,13.5,3,3,17,assortatively,2021-10-29 14:05:25
85651,6,6,13,3,3,18,assortatively,2021-10-29 14:07:16
85651,6,6.5,13.5,3,3,19,assortatively,2021-10-29 14:09:23
85651,6,4.5,11.5,3,3,20,assortatively,2021-10-29 14:11:20
88605,5,NULL,NULL,NULL,6,1,assortatively,2021-10-29 13:30:49
88605,4,5,13,3,2,2,assortatively,2021-10-29 13:35:34
88605,2,4.5,13.5,3,1,3,assortatively,2021-10-29 13:37:26
88605,1,3.5,13,3,0,4,assortatively,2021-10-29 13:39:26
88605,2,1.5,10.5,3,0,5,assortatively,2021-10-29 13:41:21
88605,2,2.5,11.5,3,1,6,assortatively,2021-10-29 13:43:17
88605,1,2,11.5,3,1,7,assortatively,2021-10-29 13:45:32
88605,1,2.5,12,3,1,8,assortatively,2021-10-29 13:47:17
88605,2,1.5,10.5,3,1,9,assortatively,2021-10-29 13:49:23
88605,2,1.5,10.5,3,1,10,assortatively,2021-10-29 13:51:42
88605,2,1,10,3,2,11,assortatively,2021-10-29 13:53:16
88605,2,4,13,3,2,12,assortatively,2021-10-29 13:55:35
88605,2,6,15,3,2,13,assortatively,2021-10-29 13:57:21
88605,2,5,14,3,2,14,assortatively,2021-10-29 13:59:17
88605,2,3,12,3,2,15,assortatively,2021-10-29 14:01:19
88605,2,1,10,3,1,16,assortatively,2021-10-29 14:03:19
88605,2,3.5,12.5,3,2,17,assortatively,2021-10-29 14:05:36
88605,2,2,11,3,2,18,assortatively,2021-10-29 14:07:21
88605,1,4.5,14,3,2,19,assortatively,2021-10-29 14:09:18
88605,2,4,13,3,2,20,assortatively,2021-10-29 14:11:23
89413,2,NULL,NULL,NULL,6,1,not,2021-10-29 13:30:41
89413,2,6,15,3,7,2,not,2021-10-29 13:36:24
89413,3,5.5,14,3,7,3,not,2021-10-29 13:37:29
89413,3,6,14.5,3,7,4,not,2021-10-29 13:39:36
89413,2,6,15,3,7,5,not,2021-10-29 13:41:22
89413,3,6.5,15,3,7,6,not,2021-10-29 13:43:34
89413,3,5,13.5,3,7,7,not,2021-10-29 13:45:36
89413,4,1.5,9.5,3,7,8,not,2021-10-29 13:47:25
89413,3,4,12.5,3,7,9,not,2021-10-29 13:49:30
89413,2,5,14,3,7,10,not,2021-10-29 13:51:53
89413,3,4.5,13,3,7,11,not,2021-10-29 13:53:47
89413,2,4,13,3,7,12,not,2021-10-29 13:55:35
89413,3,5.5,14,3,7,13,not,2021-10-29 13:57:27
89413,3,6,14.5,3,7,14,not,2021-10-29 13:59:20
89413,2,5,14,3,7,15,not,2021-10-29 14:01:24
89413,2,1,10,3,7,16,not,2021-10-29 14:03:22
89413,3,2,10.5,3,7,17,not,2021-10-29 14:05:38
89413,3,1.5,10,3,7,18,not,2021-10-29 14:07:28
89413,2,2,11,3,7,19,not,2021-10-29 14:09:24
89413,3,1,9.5,3,7,20,not,2021-10-29 14:11:21
91836,10,NULL,NULL,NULL,5,1,assortatively,2021-10-29 13:30:33
91836,10,9,14.25,2,5,2,assortatively,2021-10-29 13:36:05
91836,10,-1,15,1,5,3,assortatively,2021-10-29 13:37:34
91836,10,-1,15,1,5,4,assortatively,2021-10-29 13:39:20
91836,10,-1,15,1,5,5,assortatively,2021-10-29 13:41:23
91836,10,-1,15,1,5,6,assortatively,2021-10-29 13:43:23
91836,10,-1,15,1,5,7,assortatively,2021-10-29 13:45:33
91836,10,-1,15,1,5,8,assortatively,2021-10-29 13:47:19
91836,10,-1,15,1,5,9,assortatively,2021-10-29 13:49:40
91836,10,-1,15,1,5,10,assortatively,2021-10-29 13:51:37
91836,10,9,14,3,4,11,assortatively,2021-10-29 13:53:31
91836,8,-1,14,1,5,12,assortatively,2021-10-29 13:55:34
91836,9,4.5,10,3,3,13,assortatively,2021-10-29 13:57:20
91836,1,-1,10.5,1,5,14,assortatively,2021-10-29 13:59:26
91836,5,2,9.5,3,1,15,assortatively,2021-10-29 14:01:30
91836,1,3.5,13,3,2,16,assortatively,2021-10-29 14:03:21
91836,1,0.5,10,3,1,17,assortatively,2021-10-29 14:05:39
91836,0,0,10,3,1,18,assortatively,2021-10-29 14:07:32
91836,0,0,10,3,0,19,assortatively,2021-10-29 14:09:20
91836,0,0,10,3,0,20,assortatively,2021-10-29 14:11:35
94441,9,NULL,NULL,NULL,0,1,not,2021-10-29 13:30:54
94441,9,2.5,8,3,7,2,not,2021-10-29 13:35:29
94441,8,3,9,3,7,3,not,2021-10-29 13:37:36
94441,8,3.5,9.5,3,7,4,not,2021-10-29 13:39:33
94441,7,3.5,10,3,7,5,not,2021-10-29 13:41:31
94441,8,4,10,3,7,6,not,2021-10-29 13:43:30
94441,9,2,7.5,3,7,7,not,2021-10-29 13:45:39
94441,1,3,12.5,3,7,8,not,2021-10-29 13:47:31
94441,5,3,10.5,3,7,9,not,2021-10-29 13:49:36
94441,6,3,10,3,7,10,not,2021-10-29 13:51:59
94441,5,3.5,11,3,7,11,not,2021-10-29 13:53:22
94441,5,2.5,10,3,7,12,not,2021-10-29 13:55:39
94441,6,4,11,3,7,13,not,2021-10-29 13:57:26
94441,6,4.5,11.5,3,7,14,not,2021-10-29 13:59:35
94441,7,2.5,9,3,7,15,not,2021-10-29 14:01:51
94441,0,2,12,3,7,16,not,2021-10-29 14:03:45
94441,0,3.5,13.5,3,7,17,not,2021-10-29 14:05:29
94441,0,3,13,3,7,18,not,2021-10-29 14:07:27
94441,0,3,13,3,7,19,not,2021-10-29 14:09:39
94441,0,2.5,12.5,3,7,20,not,2021-10-29 14:11:30
95474,1,NULL,NULL,NULL,0,1,not,2021-10-29 13:30:16
95474,3,5.5,14,3,7,2,not,2021-10-29 13:35:33
95474,3,5.5,14,3,7,3,not,2021-10-29 13:37:28
95474,4,5.5,13.5,3,7,4,not,2021-10-29 13:39:18
95474,5,4.5,12,3,7,5,not,2021-10-29 13:41:22
95474,5,5.5,13,3,7,6,not,2021-10-29 13:43:34
95474,1,6,15.5,3,7,7,not,2021-10-29 13:45:27
95474,2,2.5,11.5,3,7,8,not,2021-10-29 13:47:21
95474,3,4,12.5,3,7,9,not,2021-10-29 13:49:30
95474,4,4,12,3,7,10,not,2021-10-29 13:51:37
95474,4,4,12,3,7,11,not,2021-10-29 13:53:23
95474,3,3.5,12,3,7,12,not,2021-10-29 13:55:23
95474,5,4.5,12,3,7,13,not,2021-10-29 13:57:20
95474,6,4.5,11.5,3,7,14,not,2021-10-29 13:59:20
95474,3,4.5,13,3,7,15,not,2021-10-29 14:01:19
95474,2,1,10,3,7,16,not,2021-10-29 14:03:24
95474,4,1.5,9.5,3,7,17,not,2021-10-29 14:05:23
95474,3,1.5,10,3,7,18,not,2021-10-29 14:07:21
95474,4,1,9,3,7,19,not,2021-10-29 14:09:21
95474,2,1.5,10.5,3,7,20,not,2021-10-29 14:11:30
95569,10,NULL,NULL,NULL,0,1,not,2021-10-29 13:30:19
95569,5,-1,12.5,1,8,2,not,2021-10-29 13:35:25
95569,10,-1,15,1,8,3,not,2021-10-29 13:37:39
95569,10,-1,15,1,8,4,not,2021-10-29 13:39:28
95569,10,-1,15,1,8,5,not,2021-10-29 13:41:22
95569,10,-1,15,1,8,6,not,2021-10-29 13:43:46
95569,8,-1,14,1,8,7,not,2021-10-29 13:45:32
95569,7,-1,13.5,1,8,8,not,2021-10-29 13:47:43
95569,10,-1,15,1,8,9,not,2021-10-29 13:50:50
95569,10,-1,15,1,8,10,not,2021-10-29 13:52:35
95569,8,-1,14,1,8,11,not,2021-10-29 13:54:05
95569,7,-1,13.5,1,8,12,not,2021-10-29 13:55:26
95569,8,-1,14,1,8,13,not,2021-10-29 13:58:09
95569,7,-1,13.5,1,8,14,not,2021-10-29 14:00:37
95569,10,-1,15,1,8,15,not,2021-10-29 14:02:07
95569,9,-1,14.5,1,8,16,not,2021-10-29 14:03:42
95569,10,-1,15,1,8,17,not,2021-10-29 14:05:19
95569,8,-1,14,1,8,18,not,2021-10-29 14:07:53
95569,9,-1,14.5,1,8,19,not,2021-10-29 14:09:21
95569,10,-1,15,1,8,20,not,2021-10-29 14:11:22
99277,1,NULL,NULL,NULL,0,1,assortatively,2021-10-29 13:31:43
99277,1,3,12.5,3,0,2,assortatively,2021-10-29 13:35:30
99277,3,5,13.5,3,0,3,assortatively,2021-10-29 13:37:35
99277,2,3,12,3,1,4,assortatively,2021-10-29 13:39:26
99277,2,1.5,10.5,3,0,5,assortatively,2021-10-29 13:41:24
99277,3,2,10.5,3,1,6,assortatively,2021-10-29 13:43:16
99277,2,2.5,11.5,3,2,7,assortatively,2021-10-29 13:45:45
99277,5,0.5,8,3,1,8,assortatively,2021-10-29 13:47:20
99277,0,4.5,14.5,3,3,9,assortatively,2021-10-29 13:49:19
99277,2,0,9,3,0,10,assortatively,2021-10-29 13:51:20
99277,0,2,12,3,2,11,assortatively,2021-10-29 13:53:20
99277,0,0.5,10.5,3,0,12,assortatively,2021-10-29 13:55:17
99277,0,0,10,3,0,13,assortatively,2021-10-29 13:57:16
99277,0,0,10,3,0,14,assortatively,2021-10-29 13:59:24
99277,3,0,8.5,3,0,15,assortatively,2021-10-29 14:01:23
99277,0,2,12,3,1,16,assortatively,2021-10-29 14:03:19
99277,0,0,10,3,0,17,assortatively,2021-10-29 14:05:33
99277,1,0,9.5,3,0,18,assortatively,2021-10-29 14:07:21
99277,0,0.5,10.5,3,1,19,assortatively,2021-10-29 14:09:20
99277,0,0,10,3,1,20,assortatively,2021-10-29 14:11:17
99351,0,NULL,NULL,NULL,0,1,assortatively,2021-10-29 13:30:21
99351,1,3,12.5,3,0,2,assortatively,2021-10-29 13:35:44
99351,1,6,15.5,3,0,3,assortatively,2021-10-29 13:38:15
99351,1,3.5,13,3,0,4,assortatively,2021-10-29 13:39:52
99351,1,2,11.5,3,0,5,assortatively,2021-10-29 13:42:39
99351,1,4,13.5,3,0,6,assortatively,2021-10-29 13:43:30
99351,1,4,13.5,3,0,7,assortatively,2021-10-29 13:45:40
99351,1,1,10.5,3,0,8,assortatively,2021-10-29 13:47:55
99351,1,2,11.5,3,1,9,assortatively,2021-10-29 13:49:48
99351,1,2,11.5,3,1,10,assortatively,2021-10-29 13:51:17
99351,1,6,15.5,3,1,11,assortatively,2021-10-29 13:53:19
99351,1,5,14.5,3,1,12,assortatively,2021-10-29 13:55:26
99351,1,4,13.5,3,1,13,assortatively,2021-10-29 13:57:37
99351,1,1.5,11,3,1,14,assortatively,2021-10-29 13:59:31
99351,1,4,13.5,3,1,15,assortatively,2021-10-29 14:01:53
99351,1,0,9.5,3,0,16,assortatively,2021-10-29 14:03:25
99351,0,1,11,3,1,17,assortatively,2021-10-29 14:05:25
99351,0,0,10,3,1,18,assortatively,2021-10-29 14:07:55
99351,0,0.5,10.5,3,1,19,assortatively,2021-10-29 14:09:31
99351,0,0,10,3,1,20,assortatively,2021-10-29 14:11:15
